Column 2	Column 5	Column 6	Column 7	Column 11
Dietrichingen,Dietrichingen,	49.18333	7.41667	P	08
Dietschweiler,Dietschweiler,	49.43789	7.4327	P	08
Diez,Diez,Dic,Dietz,Diez,Diez an der Lahn,di ci,dyz  alman,Диц,دیز، آلمان,迪茨	50.37419	8.00735	P	08
Differten,Differten,	49.24237	6.77187	P	09
Dill,Dill,	49.91667	7.35	P	08
Dillendorf,Dillendorf,	49.91667	7.38333	P	08
Dillingen,Dillingen,Dillengen,Dillingen	49.35557	6.72781	P	09
Dilmar,Dilmar,	49.56083	6.41243	P	08
Dilsburg,Dilsburg,	49.33002	6.93963	P	09
Dimbach,Dimbach,	49.16667	7.9	P	08
Dingdorf,Dingdorf,	50.15	6.43333	P	08
Dinkelbach,Dinkelbach,	50.63333	7.38333	P	08
Dinspel,Dinspel,	50.64301	7.43389	P	08
Dintesheim,Dintesheim,	49.7075	8.14333	P	08
Dirmingen,Dirmingen,	49.41687	7.01565	P	09
Dirmstein,Dirmstein,Dermschdae,Dermschdä,Dirmshtajn,Dirmstein,di er mu si tai yin,Дирмштайн,Дирмштајн,迪尔姆斯泰因	49.56333	8.24472	P	08
Ditscheid,Ditscheid,	50.68106	7.46139	P	08
Ditscheid,Ditscheid,	50.3	7.06667	P	08
Dittelsheim,Dittelsheim,Ditfelsheim,Dittelsheim	49.74639	8.22639	P	08
Dittelsheim-Heßloch,Dittelsheim-Hessloch,Ditelskhajm-Kheslokh,Dittel'skhajm-Kheslokh,Dittelsheim-Hessloch,Dittelsheim-Heßloch,di te er si hai mu-hei si luo,Дителсхајм-Хеслох,Диттельсхайм-Хеслох,迪特尔斯海姆-黑斯洛	49.74389	8.23694	P	08
Dittlingen,Dittlingen,	49.57288	6.46267	P	08
Dittweiler,Dittweiler,Ditvajler,di te wei lei,Дитвайлер,Дитвајлер,迪特韦勒	49.43029	7.33561	P	08
Dockendorf,Dockendorf,	49.91667	6.46667	P	08
Dockweiler,Dockweiler,Dokvajler,duo ke wei lei,Доквайлер,Доквајлер,多克韦勒	50.25	6.78333	P	08
Dodenburg,Dodenburg,	49.91667	6.78333	P	08
Dohm,Dohm,	50.26667	6.66667	P	08
Dohm-Lammersdorf,Dohm-Lammersdorf,	50.26667	6.66667	P	08
Dohr,Dohr,	50.12933	7.12151	P	08
Dolgesheim,Dolgesheim,	49.79444	8.25694	P	08
Domäne Avelsbach,Domaene Avelsbach,Avelsbach	49.75404	6.6984	P	08
Dommershausen,Dommershausen,Domerskhauzen,Dommerskhauzen,duo mei er si hao sen,Домерсхаузен,Доммерсхаузен,多梅尔斯豪森	50.15	7.4	P	08
Donsieders,Donsieders,Donsiders,Donziders,dong xi de er si,Донзидерс,Донсидерс,栋西德尔斯	49.26526	7.64192	P	08
Dörbach,Doerbach,	49.92542	6.83219	P	08
Dorf,Dorf,	49.99748	6.93321	P	08
Dorf,Dorf,	49.48584	6.91809	P	09
Dorf im Warndt,Dorf im Warndt,Dorf,Dorf im Warndt	49.19057	6.81702	P	09
Dörnbach,Doernbach,	49.61464	7.79224	P	08
Dörnberg,Dornberg,	50.32567	7.8835	P	08
Dörndich,Doerndich,	49.80638	7.63558	P	08
Dorn-Dürkheim,Dorn-Durkheim,Dorn-Duerkheim,Dorn-Dürkheim	49.76861	8.26972	P	08
Dornholzhausen,Dornholzhausen,	50.27031	7.78982	P	08
Dörrebach,Doerrebach,Derebakh,Djorrebakh,de lei ba he,Деребах,Дёрребах,德雷巴赫	49.94538	7.72019	P	08
Dörrenbach,Doerrenbach,	49.43378	7.23523	P	09
Dörrenbach,Dorrenbach,Derenbakh,Derrebach,Djorrenbakh,de lun ba he,Деренбах,Дёрренбах,德伦巴赫	49.08972	7.9614	P	08
Dörrmoschel,Dorrmoschel,Doerrmoschel,Dörrmoschel	49.61667	7.75	P	08
Dörrwiese,Doerrwiese,	49.80835	7.06193	P	08
Dörscheid,Doerscheid,Dershajd,Djorshajd,Doerscheid,Dörscheid,de er sha yi de,Дершајд,Дёршайд,德尔沙伊德	50.1	7.75	P	08
Dörsdorf,Doersdorf,	49.47307	6.96365	P	09
Dörsdorf,Dorsdorf,	50.24616	8.00963	P	08
Dorsel,Dorsel,	50.38333	6.8	P	08
Dorsheim,Dorsheim,	49.92532	7.8735	P	08
Dörth,Dorth,Doerth,Dörth	50.15	7.58333	P	08
Dorweiler,Dorweiler,Dorweiler	50.13994	7.42209	P	08
Döttesfeld,Dottesfeld,Doettesfeld,Döttesfeld	50.62317	7.54881	P	08
Döttingen,Doettingen,	50.35628	7.00403	P	08
Drahtzug,Drahtzug,	49.51976	8.10217	P	08
Dreckenach,Dreckenach,	50.28864	7.41994	P	08
Drees,Drees,	50.35	7	P	08
Drehenthalerhof,Drehenthalerhof,	49.51963	7.80924	P	08
Dreifelden,Dreifelden,	50.59139	7.83611	P	08
Dreihof,Dreihof,	49.217	8.18474	P	08
Dreikirchen,Dreikirchen,	50.43333	7.95	P	08
Dreikönigzug,Dreikoenigzug,Dreikonigszug,Dreikonigzug,Dreikönigszug,Dreikönigzug	49.53581	7.47881	P	08
Dreis,Dreis,	50.26667	6.8	P	08
Dreis,Dreis,Drajs,de lai si,Драйс,Драјс,德赖斯	49.9409	6.81845	P	08
Dreisbach,Dreisbach,	50.61667	7.93333	P	08
Dreisbach,Dreisbach,	49.48509	6.56496	P	09
Dreis-Brück,Dreis-Bruck,	50.26603	6.7923	P	08
Dreisen,Dreisen,	49.60333	8.01056	P	08
Dreiweiherhof,Dreiweiherhof,	49.75656	7.79028	P	08
Driesch,Driesch,	50.13435	7.02107	P	08
Drinhausen,Drinhausen,	50.66079	7.41195	P	08
Dromersheim,Dromersheim,	49.92395	7.9643	P	08
Drusweiler,Drusweiler,	49.1054	8.03533	P	08
Duchroth,Duchroth,Dukhrot,Durot,du luo te,Дурот,Духрот,杜罗特	49.78333	7.73333	P	08
Dudeldorf,Dudeldorf,Dudel'dorf,Dudeldorf,du de er duo fu,Дуделдорф,Дудельдорф,杜德尔多夫	49.97494	6.63724	P	08
Dudenhofen,Dudenhofen,Dudenkhofen,doudenhofen,du deng huo fen,Дуденхофен,ドゥーデンホーフェン,杜登霍芬	49.31861	8.38861	P	08
Dudenroth,Dudenroth,Dudenroth	50.08907	7.53977	P	08
Dudweiler,Dudweiler,Dudweiler	49.27876	7.03677	P	09
Dümpelfeld,Dumpelfeld,Dimpelfeld,Djumpel'fel'd,ding pei er fei er de,Димпелфелд,Дюмпельфельд,丁佩尔费尔德	50.43333	6.95	P	08
Dünebusch,Duenebusch,	50.78643	7.6947	P	08
Dünfus,Dunfus,	50.21667	7.23333	P	08
Düngenheim,Duengenheim,Duengenheim,Düngenheim	50.26062	7.16523	P	08
Dunzweiler,Dunzweiler,Duncvajler,dui ci wei lei,Дунцвайлер,Дунцвајлер,敦茨韦勒	49.41586	7.30548	P	08
Duppach,Duppach,	50.26667	6.56667	P	08
Düppenweiler,Dueppenweiler,Duppenweiler,Düppenweiler	49.41544	6.76663	P	09
Düren,Dueren,	49.30467	6.66218	P	09
Düringen,Dueringen,	50.55854	7.85801	P	08
Duttweiler,Duttweiler,	49.29921	8.21235	P	08
Ebernach,Ebernach,	50.13907	7.18759	P	08
Ebernburg,Ebernburg,	49.81046	7.83192	P	08
Ebernhahn,Ebernhahn,	50.47278	7.77	P	08
Ebertshausen,Ebertshausen,	50.28333	7.98333	P	08
Ebertsheim,Ebertsheim,Ebertskhajm,Ehbertskhajm,Ewwerdsm,ai bei er ci hai mu,Ебертсхајм,Эбертсхайм,埃贝尔茨海姆	49.56833	8.10861	P	08
Eborn,Eborn,	49.63345	7.19974	P	08
Ebschied,Ebschied,Ebschied,Ebshied	50.0799	7.51707	P	08
Echternacherbrück,Echternacherbruck,	49.81667	6.43333	P	08
Echtershausen,Echtershausen,	50.01667	6.41667	P	08
Eckelhausen,Eckelhausen,	49.5771	7.06663	P	09
Eckelsheim,Eckelsheim,	49.8	7.98333	P	08
Eckenbach,Eckenbach,	50.70262	7.46736	P	08
Eckendorf,Eckendorf,Eckendorf	50.59105	7.05843	P	08
Eckenroth,Eckenroth,	49.91667	7.78333	P	08
Eckersweiler,Eckersweiler,	49.56667	7.28333	P	08
Eckfeld,Eckfeld,	50.11667	6.85	P	08
Eckweiler,Eckweiler,Eckweiler	49.85054	7.61372	P	08
Edenkoben,Edenkoben,Edenkoben,Ehdenkoben,adnkwbn,ai deng ke ben,idenkoben,Еденкобен,Эденкобен,إدنكوبن,ادنکوبن,イデンコーベン,埃登科本	49.28393	8.12714	P	08
Edesheim,Edesheim,Edeskhajm,Edsm,Ehdeskhajm,ai de si hai mu,Едесхајм,Эдесхайм,埃德斯海姆	49.26333	8.135	P	08
Ediger,Ediger,	50.1	7.16667	P	08
Ediger-Eller,Ediger-Eller,Ediger-Eler,Ediger-Eller,Ehdiger-Ehller,ai di ge er-ai lai er,Едигер-Елер,Эдигер-Эллер,埃迪格尔-埃莱尔	50.11667	7.15	P	08
Edigheim,Edigheim,	49.52896	8.38898	P	08
Edingen,Edingen,	49.81483	6.49065	P	08
Eft,Eft,	49.47638	6.44691	P	09
Ehlenbach,Ehlenbach,Ehlenbach	49.66533	7.43621	P	08
Ehlenz,Ehlenz,	50.04044	6.4712	P	08
Ehlingen,Ehlingen,	49.19677	7.17664	P	09
Ehlingen,Ehlingen,Ehlingen	50.54426	7.19487	P	08
Ehlscheid,Ehlscheid,	50.51448	7.46655	P	08
Ehr,Ehr,	50.23787	7.78467	P	08
Ehr,Ehr,	50.17523	7.56723	P	08
Ehrang,Ehrang,	49.81606	6.69823	P	08
Ehrenberg,Ehrenberg,	50.63133	7.41973	P	08
Ehrenbreitstein,Ehrenbreitstein,Ehrenbreitstein	50.36012	7.62013	P	08
Ehrenburgertal,Ehrenburgertal,Ehrenburgertal,Ehrenburgerthal	50.21459	7.45202	P	08
Ehrenstein,Ehrenstein,	50.61663	7.45611	P	08
Ehrenthal,Ehrenthal,Ehrenthal	50.1719	7.67528	P	08
Ehrerheide,Ehrerheide,	50.1731	7.5809	P	08
Ehringhausen,Ehringhausen,	50.5124	7.8961	P	08
Ehrlich,Ehrlich,Ehrlich,Heimborn-Ehrlich	50.71638	7.7537	P	08
Ehweiler,Ehweiler,Ehvajler,Ekhvajler,ai wei lei,Ехвајлер,Эвайлер,埃韦勒	49.51667	7.36667	P	08
Eich,Eich,	49.75	8.39889	P	08
Eich,Eich,Eich	50.42768	7.35273	P	08
Eichelhardt,Eichelhardt,Ajkhel'khardt,Ajkhelkhardt,ai xie er ha er te,aykhlhart,Айхельхардт,Ајхелхардт,ایخلهارت,艾歇尔哈尔特	50.71667	7.7	P	08
Eichelhütte,Eichelhuette,	50.0389	6.73736	P	08
Eichelscheiderhof,Eichelscheiderhof,	49.38003	7.38436	P	08
Eichen,Eichen,	50.63333	7.53333	P	08
Eichenbach,Eichenbach,	50.43333	6.81667	P	08
Eichenstruth,Eichenstruth,	50.64364	7.96346	P	08
Eicherath,Eicherath,	50.21667	6.18333	P	08
Eidenborn,Eidenborn,Eidenborn	49.39	6.90433	P	09
Eigelbach,Eigelbach,	50.1856	6.58684	P	08
Eigelscheid,Eigelscheid,	50.20471	6.2365	P	08
Eilenburg,Eilenburg,Eilenberg,Eilenburg	50.61865	7.43972	P	08
Eilscheid,Eilscheid,	50.13333	6.38333	P	08
Eimersdorf,Eimersdorf,Eimersdorf	49.38029	6.65266	P	09
Eimsheim,Eimsheim,	49.79583	8.28944	P	08
Einig,Einig,	50.28333	7.28333	P	08
Einöd,Einoed,	49.27251	7.31638	P	09
Einöllen,Einoellen,Ajnelen,Ajnjollen,Einoellen,Einöllen,ai nei lun,Айнёллен,Ајнелен,艾内伦	49.60866	7.63866	P	08
Einrich,Einrich,	50.25	7.8	P	08
Einselthum,Einselthum,Ajnzel'tum,Ajnzeltum,ai yin sai er tu mu,Айнзельтум,Ајнзелтум,埃因塞尔图姆	49.65167	8.12472	P	08
Einsiedlerhof,Einsiedlerhof,Einsiedlerhof	49.43265	7.65979	P	08
Eisen,Eisen,	50.50089	7.90499	P	08
Eisen,Eisen,Eisen	49.60902	7.05623	P	09
Eisenach,Eisenach,	49.85	6.51667	P	08
Eisenbach,Eisenbach,	50.35	7.71667	P	08
Eisenbach,Eisenbach,	49.49663	7.45541	P	08
Eisenberg,Eisenberg,Eisenberg	49.55859	8.07199	P	08
Eisenschmelz,Eisenschmelz,	49.58645	7.84176	P	08
Eisenschmitt,Eisenschmitt,	50.04416	6.723	P	08
Eisighofen,Eisighofen,	50.23333	8.01667	P	08
Eisweiler,Eisweiler,Eisweiler	49.51568	7.15232	P	09
Eitelborn,Eitelborn,	50.37806	7.72333	P	08
Eitelsbach,Eitelsbach,	49.77673	6.72024	P	08
Eitzweiler,Eitzweiler,Eitzweiler	49.55399	7.20242	P	09
Eiweiler,Eiweiler,Eiweiler	49.55327	7.01653	P	09
Eiweiler,Eiweiler,Eiweiler,Eiweiler/Saar	49.3616	6.93335	P	09
Elben,Elben,	50.75	7.83333	P	08
Elben,Elben,	50.54937	7.92595	P	08
Elbingen,Elbingen,Elbingen	50.52877	7.91054	P	08
Elbingen-Mähren,Elbingen-Maehren,	50.52669	7.9146	P	08
Elbisheimerhof,Elbisheimerhof,	49.60962	8.04916	P	08
Elcherath,Elcherath,	50.22466	6.18684	P	08
Elchweiler,Elchweiler,	49.66667	7.2	P	08
Elgendorf,Elgendorf,	50.44259	7.79099	P	08
Elgert,Elgert,	50.57849	7.66773	P	08
Elkenroth,Elkenroth,	50.73333	7.88333	P	08
Elkhausen,Elkhausen,	50.81964	7.80465	P	08
Ellenberg,Ellenberg,	49.65	7.15	P	08
Ellenhausen,Ellenhausen,	50.51639	7.72528	P	08
Ellenz,Ellenz,Ellenz	50.11667	7.23333	P	08
Ellenz-Poltersdorf,Ellenz-Poltersdorf,	50.1	7.23333	P	08
Eller,Eller,	50.10103	7.14326	P	08
Ellerhof,Ellerhof,	49.45788	6.66307	P	09
Ellern,Ellern,Ellern	49.98171	7.64378	P	08
Ellerstadt,Ellerstadt,Ehllershtadt,Elershtat,ai lai er si ta te,Елерштат,Эллерштадт,埃莱尔斯塔特	49.46167	8.25944	P	08
Elles,Elles,	50.69634	7.44917	P	08
Ellingen,Ellingen,	50.54856	7.50917	P	08
Ellscheid,Ellscheid,	50.15	6.91667	P	08
Ellweiler,Ellweiler,	49.61667	7.15	P	08
Ellwerath,Ellwerath,	50.17988	6.42385	P	08
Elm,Elm,Elm	49.29981	6.84251	P	09
Elmstein,Elmstein,Ehl'mshtajn,Elmshtajn,Elmstein,ai er mu si tai yin,Елмштајн,Эльмштайн,埃尔姆斯泰因	49.36667	7.93333	P	08
Elsbach,Elsbach,	50.57134	7.44362	P	08
Elschbach,Elschbach,Elschbach	49.41669	7.43195	P	08
Elschbacherhof,Elschbacherhof,	49.42048	7.43267	P	08
Elsheim,Elsheim,	49.91759	8.12434	P	08
Elsoff,Elsoff,Elsoff	50.57583	8.11611	P	08
Eltzerhöfe,Eltzerhoefe,Eltzerhofe,Eltzerhohe,Eltzerhöfe,Eltzerhöhe	50.21097	7.25408	P	08
Elversberg,Elversberg,	49.31437	7.12844	P	09
Elzerath,Elzerath,	49.83544	7.07571	P	08
Elzweiler,Elzweiler,Ehl'cvajler,Elcvajler,ai er ci wei lei,Елцвајлер,Эльцвайлер,埃尔茨韦勒	49.58028	7.51305	P	08
Emmelbaum,Emmelbaum,	50.05	6.26667	P	08
Emmelshausen,Emmelshausen,Ehmmel'skhauzen,Emelskhauzen,ai mei er si hao sen,amlshawzn,amlzhawzn,enmerusuhauzen,Емелсхаузен,Эммельсхаузен,إملسهاوزن,املزهاوزن,エンメルスハウゼン,埃梅尔斯豪森	50.15484	7.55185	P	08
Emmerichenhain,Emmerichenhain,	50.63034	8.06826	P	08
Emmeroth,Emmeroth,	49.89342	7.16083	P	08
Emmersweiler,Emmersweiler,Emmersweiler	49.18176	6.85598	P	09
Emmerzhausen,Emmerzhausen,Ehmmerckhauzen,Emerckhauzen,ai mei er ci hao sen,amrzhawsn,Емерцхаузен,Эммерцхаузен,امرزهاوسن,埃梅尔茨豪森	50.69972	8.03451	P	08
Endlichhofen,Endlichhofen,	50.20185	7.81815	P	08
Engehöll,Engehoell,	50.09581	7.71204	P	08
Engelfangen,Engelfangen,	49.29307	6.90813	P	09
Engeln,Engeln,	50.42664	7.14891	P	08
Engeln,Engeln,	50.3633	7.05109	P	08
Engelport,Engelport,	50.13333	7.28333	P	08
Engelsberg,Engelsberg,	50.02399	7.02878	P	08
Engelsdorf,Engelsdorf,	50.04196	6.25502	P	08
Engelshof,Engelshof,	49.45	7.75	P	08
Engelstadt,Engelstadt,	49.90417	8.06528	P	08
Engers,Engers,Engers	50.43106	7.54415	P	08
Enkenbach,Enkenbach,	49.48333	7.88333	P	08
Enkenbach-Alsenborn,Enkenbach-Alsenborn,	49.48333	7.9	P	08
Enkirch,Enkirch,Ehnkirkh,Enkirkh,en ji er xi,Енкирх,Энкирх,恩基尔希	49.98434	7.12997	P	08
Ensch,Ensch,	49.82718	6.83286	P	08
Ensdorf,Ensdorf,	49.3	6.78333	P	09
Ensheim,Ensheim,Ensheim	49.80639	8.11556	P	08
Ensheim,Ensheim,Ensheim,Enzheim	49.20486	7.10911	P	09
Enspel,Enspel,	50.61667	7.88333	P	08
Entenpfuhl,Entenpfuhl,	49.86716	7.59442	P	08
Enz,Enz,	50.01667	6.28333	P	08
Enzen,Enzen,	49.91667	6.36667	P	08
Enzheim,Enzheim,	49.7	8.2	P	08
Enzweiler,Enzweiler,Enzweiler	49.694	7.29838	P	08
Epgert,Epgert,	50.57967	7.4925	P	08
Eppelborn,Eppelborn,Ehppel'born,Epelborn,Eppel'born,Eppelborn,ai po er bo en,Епелборн,Еппельборн,Эппельборн,埃珀尔博恩	49.4	6.96667	P	09
Eppelsheim,Eppelsheim,	49.70556	8.16528	P	08
Eppenberg,Eppenberg,	50.25	7.06667	P	08
Eppenbrunn,Eppenbrunn,Ehppenbrun,Epenbrun,ai peng bu lun,Епенбрун,Эппенбрун,埃彭布伦	49.11667	7.56667	P	08
Eppenrod,Eppenrod,	50.40472	7.92972	P	08
Eppstein,Eppstein,Eppstein	49.50704	8.33222	P	08
Erbach,Erbach,	50.6317	7.90436	P	08
Erbach,Erbach,	50.03333	7.68333	P	08
Erbes-Büdesheim,Erbes-Budesheim,Erbes-Budesheim,Erbes-Buedesheim,Erbes-Büdesheim	49.75444	8.03139	P	08
Erbringen,Erbringen,Erbringen	49.4433	6.73834	P	09
Erden,Erden,Ehrden,Erden,ai er deng,Ерден,Эрден,埃尔登	49.98333	7.01667	P	08
Erdesbach,Erdesbach,Ehrdesbakh,Erdesbakh,ai er de si ba he,Ердесбах,Эрдесбах,埃尔德斯巴赫	49.57428	7.44215	P	08
Erdorf,Erdorf,	49.99983	6.57082	P	08
Erfenbach,Erfenbach,	49.47966	7.71231	P	08
Erfenstein,Erfenstein,Erfenstein,Erfenstein Hof,Erfensteinerhof	49.35378	8.01775	P	08
Erfweiler,Erfweiler,	49.19662	7.18454	P	09
Erfweiler,Erfweiler,	49.15712	7.81231	P	08
Erfweiler-Ehlingen,Erfweiler-Ehlingen,	49.19618	7.17922	P	09
Ergeshausen,Ergeshausen,	50.27212	7.94251	P	08
Erlenbach,Erlenbach,	49.47892	7.77487	P	08
Erlenbach,Erlenbach,	49.33461	7.8552	P	08
Erlenbach,Erlenbach,Erlenbach	49.11073	8.18715	P	08
Erlenbach,Erlenbach,Erlenbach,Erlenbach bei Dahn,Erlenbach uber Bergzabern,Erlenbach über Bergzabern	49.11325	7.86217	P	08
Erlenbach,Erlenbach,Erlenbach,Erlenbach uber Schweich,Erlenbach uber Wittlich,Erlenbach über Schweich,Erlenbach über Wittlich	49.88936	6.79291	P	08
Erlenborn,Erlenborn,	50.23844	7.71239	P	08
Erlenbrunn,Erlenbrunn,Erlenbrunn	49.17169	7.61418	P	08
Ernst,Ernst,	50.15	7.23333	P	08
Ernstweiler,Ernstweiler,	49.25467	7.3495	P	08
Ernstweilerthalhof,Ernstweilerthalhof,Dibeliushof,Ernstweilerthalhof	49.26789	7.36018	P	08
Ernzen,Ernzen,	49.8427	6.42442	P	08
Erpel,Erpel,Ehrpel',Erpel,ai er pei er,Ерпел,Эрпель,埃尔佩尔	50.58333	7.23333	P	08
Erpolzheim,Erpolzheim,AEaebelsm,Ehrpol'ckhajm,Erpolckhajm,ai er bo er ci hai mu,Ääbelsm,Ерполцхајм,Эрпольцхайм,埃尔波尔茨海姆	49.48917	8.22472	P	08
Ersfeld,Ersfeld,Ehrsfel'd,Ersfeld,Ersfelt,Ersfield,ai er si fei er de,arsfld,Ерсфелд,Эрсфельд,ارسفلد,埃尔斯费尔德	50.7	7.51667	P	08
Erzenhausen,Erzenhausen,	49.5	7.61667	P	08
Erzhütten,Erzhuetten,	49.45833	7.7324	P	08
Erzweiler,Erzweiler,Erzweiler	49.60978	7.42686	P	08
Esch,Esch,	50.36667	6.61667	P	08
Esch,Esch,	49.9	6.85	P	08
Esch,Esch,	50.55392	7.03323	P	08
Eschbach,Eschbach,	50.21393	7.72717	P	08
Eschbach,Eschbach,	49.17444	8.01917	P	08
Eschberg,Eschberg,	49.2343	7.04249	P	09
Eschelbach,Eschelbach,Eschelbach	50.44761	7.81028	P	08
Eschelbacherhof,Eschelbacherhof,	49.58951	7.31962	P	08
Eschenau,Eschenau,	49.60068	7.48813	P	08
Eschfeld,Eschfeld,Ehshfel'd,Eshfeld,ai shi fei er de,Ешфелд,Эшфельд,埃施费尔德	50.11667	6.2	P	08
Eschringen,Eschringen,Eschringen	49.18894	7.10149	P	09
Eschweilerhof,Eschweilerhof,	49.30053	7.20725	P	09
Eselsfürth,Eselsfuerth,	49.46111	7.82444	P	08
Esingen,Esingen,	49.57611	6.41902	P	08
Espensteig,Espensteig,	49.3981	7.71275	P	08
Esselborn,Esselborn,	49.71528	8.11861	P	08
Essenheim,Essenheim,Ehssenkhajm,Esenkhajm,ai sen hai mu,Есенхајм,Эссенхайм,埃森海姆	49.93056	8.15556	P	08
Essingen,Essingen,	50.25805	6.72255	P	08
Essingen,Essingen,	49.23583	8.17472	P	08
Eßlingen,Esslingen,	49.91564	6.52742	P	08
Eßweiler,Essweiler,Ehsvajler,Essweiler,Esvajler,Eßweiler,ai si wei lei,Есвајлер,Эсвайлер,埃斯韦勒	49.55822	7.56419	P	08
Esthal,Esthal,Ehstal',Estal,ai si ta er,Естал,Эсталь,埃斯塔尔	49.38333	7.98333	P	08
Etgert,Etgert,	49.77883	7.02121	P	08
Etschberg,Etschberg,Echberg,Ehchberg,ai qi bei ge,Ечберг,Эчберг,埃奇贝格	49.51667	7.43333	P	08
Etscheid,Etscheid,	50.6294	7.40723	P	08
Etteldorf,Etteldorf,	50.03333	6.56667	P	08
Ettersdorf,Ettersdorf,	50.39658	7.87918	P	08
Ettikon,Ettikon,	49.61667	8.26667	P	08
Ettinghausen,Ettinghausen,	50.51564	7.87252	P	08
Ettringen,Ettringen,	50.35	7.21667	P	08
Etzbach,Etzbach,	50.77831	7.688	P	08
Etzelbach,Etzelbach,	50.53547	7.86861	P	08
Etzenhofen,Etzenhofen,	49.31258	6.91443	P	09
Eulenberg,Eulenberg,	50.60607	7.47577	P	08
Eulenbis,Eulenbis,	49.5	7.63333	P	08
Eulgem,Eulgem,	50.23333	7.16667	P	08
Eupel,Eupel,Eupel,Eupeln	50.78947	7.78145	P	08
Euren,Euren,	49.74023	6.60896	P	08
Euscheid,Euscheid,	50.13333	6.3	P	08
Eußerthal,Eusserthal,Ojsertal,Ojsertal',Ojssertal',ao yi sai er ta er,Ойсерталь,Ойссерталь,Ојсертал,奥伊塞尔塔尔	49.25	7.96667	P	08
Eveshausen,Eveshausen,	50.15566	7.39167	P	08
Ewighausen,Ewighausen,	50.535	7.82778	P	08
Fachbach,Fachbach,	50.33944	7.6893	P	08
Fachingen,Fachingen,Fachingen	50.36098	7.99299	P	08
Faha,Faha,	49.52554	6.48674	P	09
Fahr,Fahr,Fahr	50.44744	7.4205	P	08
Faid,Faid,	50.14454	7.11951	P	08
Falkenauel,Falkenauel,	50.03453	6.20595	P	08
Falkenberg,Falkenberg,	50.47452	6.77016	P	08
Falkenstein,Falkenstein,	49.6	7.88333	P	08
Falscheid,Falscheid,Falscheid	49.37948	6.89114	P	09
Fankel,Fankel,	50.13333	7.23333	P	08
Farschweiler,Farschweiler,	49.71667	6.81667	P	08
Fastrau,Fastrau,	49.79141	6.77291	P	08
Faulbach,Faulbach,	50.46524	7.68869	P	08
Fechingen,Fechingen,	49.20063	7.06765	P	09
Feckweiler,Feckweiler,	49.65227	7.15423	P	08
Fehl-Ritzhausen,Fehl-Ritzhausen,	50.645	8.00306	P	08
Fehrbach,Fehrbach,	49.22906	7.58107	P	08
Feil,Feil,	49.77492	7.80581	P	08
Feilbingert,Feilbingert,Fajl'bingert,Fajlbingert,fa yi er bin ge er te,Файльбингерт,Фајлбингерт,法伊尔宾格尔特	49.76667	7.8	P	08
Feilsdorf,Feilsdorf,	49.98333	6.41667	P	08
Feldkirchen,Feldkirchen,Feldkirchen,Feldkirchen/Rhein	50.45244	7.42562	P	08
Fell,Fell,	49.76667	6.78333	P	08
Fellen,Fellen,Fellen	50.16712	7.68801	P	08
Fellerich,Fellerich,	49.68068	6.49901	P	08
Felsberg,Felsberg,Felsberg	49.29351	6.70378	P	09
Felsbergerhof,Felsbergerhof,	49.60219	7.74602	P	08
Fenne,Fenne,	49.24702	6.88499	P	09
Fensdorf,Fensdorf,	50.73333	7.76667	P	08
Fernthal,Fernthal,	50.59691	7.45268	P	08
Ferres,Ferres,	49.88308	6.90057	P	08
Ferschweiler,Ferschweiler,	49.86667	6.4	P	08
Feuerscheid,Feuerscheid,	50.1	6.45	P	08
Feusdorf,Feusdorf,	50.35	6.61667	P	08
Feyen,Feyen,	49.72398	6.62879	P	08
Fiersbach,Fiersbach,	50.7	7.5	P	08
Filsch,Filsch,	49.73558	6.70724	P	08
Filsen,Filsen,	50.24018	7.58486	P	08
Filz,Filz,Fils,Filz	50.16667	6.98333	P	08
Filzen,Filzen,	49.9019	6.97281	P	08
Filzen,Filzen,	49.67329	6.56407	P	08
Finkenbach,Finkenbach,	49.68333	7.75	P	08
Finkenbach-Gersweiler,Finkenbach-Gersweiler,	49.68333	7.75	P	08
Fisch,Fisch,	49.61667	6.48333	P	08
Fischbach,Fischbach,	50.01822	6.3443	P	08
Fischbach,Fischbach,	49.45	7.91667	P	08
Fischbach,Fischbach,Fischbach,Fischbach bei Dahn	49.08771	7.7116	P	08
Fischbach,Fischbach,Fischbach,Fischbach-Camphausen	49.30736	7.02796	P	09
Fischbach,Fischbach,Fishbakh,fei shi ba he,Фишбах,菲施巴赫	49.73333	7.4	P	08
Fischbacherhütte,Fischbacherhuette,	50.85596	7.86578	P	08
Fischbach-Oberraden,Fischbach-Oberraden,	50	6.33333	P	08
Fitten,Fitten,	49.44368	6.59524	P	09
Flacht,Flacht,	50.34528	8.05028	P	08
Fladersbach,Fladersbach,	50.68333	7.58333	P	08
Flammersfeld,Flammersfeld,Flamersfeld,Flammersfel'd,flamrsfld,fu la mei er si fei er de,furanmasuferuto,Фламерсфелд,Фламмерсфельд,فلامرسفلد,フランマースフェルト,弗拉梅尔斯费尔德	50.64711	7.52713	P	08
Fleckertshöhe,Fleckertshoehe,	50.18412	7.60306	P	08
Flemlingen,Flemlingen,	49.24278	8.095	P	08
Fleringen,Fleringen,	50.21667	6.5	P	08
Fließem,Fliessem,Fliessem,Fliessen,Fließem,Fließen	50.02349	6.54151	P	08
Flögert,Floegert,	50.73201	7.73383	P	08
Flomborn,Flomborn,	49.69056	8.14917	P	08
