sagenid;werkid;sagenidautor;sagenidimwerk;titel;sagenkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
1268;7;219;243;219. Die Behlenhöhle bei Behlenhof.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Junglinster;6.246488;49.71066;"219. Die Behlenhöhle bei Behlenhof. Unfern des Behlenhofes (Gemeinde Junglinster) befindet sich in einem Walde eine sehr tiefe Höhle, Behlenhöhle genannt. Noch kein Mensch soll bis ans Ende der Höhle gedrungen sein. Früher, heißt es, seien viele böse Menschen dort hinein verwünscht worden. Vor etwa hundert Jahren lebte aus der alten Burg von Burglinster eine alte, reiche Dame, namens Ziedewitz *). Sie war Eigentümerin des Schlosses und aller ringsum liegenden Güter. Alle Bauern der Umgegend mußten ihr den Zehnten der jährlichen Ernte geben, und wer dein nicht nachkam, wurde in den noch heute gut erhaltenen, unterhalb des Schlosses stehenden runden Turm eingesperrt. Als die Dame schon sehr alt war und nicht mehr gehen konnte, sagte sie eines Tages zu ihrem Kutscher: „Kutscher, spann die zwei schwarzen Rappen an und fahre mich zur Behlenhöhle"". Der Kutscher fuhr mit ihr zur Behlenhöhle. Unterwegs schrie sie manchmal laut auf und murmelte dann Worte, die der Kutscher nicht verstand, und b<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=1268"">[...]</a>";Sagenschatz des Luxemburger Landes
1269;7;220;244;220. Die Hexe zu Junglinster.1.;V. Hexen— und Zauberersagen Zauberei.;220. Die Hexe zu Junglinster;Junglinster;6.246488;49.71066;"1. In einem Dorfe in der Nähe von Burglinster, so erzählt man, sagte eine Hexe zu den Speckschnitten, die sie in den Schmelztiegel gethan: „Nun macht, daß ihr gegrewt seid, wenn ich wiederkomme; ich muß noch fort ein Pferd in die Mosel stoßen"". Als die Geschwinde zurück und der Speck noch nicht geschmolzen war, sagte sie ärgerlich: „Da Hab ich schon einem einen Schimmel in die Mosel gestoßen, und du bist noch nicht geschmolzen!"" Man sagt, diese Hexe sei auf dem Galgenberg bei Junglinster verbrannt worden. Lehrer Brandenburg zu Burgliuster.";Sagenschatz des Luxemburger Landes
1270;7;220;245;220. Die Hexe zu Junglinster.2.;V. Hexen— und Zauberersagen Zauberei.;220. Die Hexe zu Junglinster;Junglinster;6.246488;49.71066;"2. Zu Junglinster in Beweschhaus war eine Hexe, die sagte einst zu ihrer Magd: „Gib acht, daß das Fett nicht verbrennt; ich bin schnell zurück, ich muß noch einen in die Mosel stoßen"".. In der Thüre stehend, sagte sie: „Wutsch iwer Hecken an Traisch!"" und fort war sie. Am Moseluser angekommen, stieß sie einen Fuhrmann mit einem von vier Pferden gezogenen und mit einem Fuder Heu beladenen Wagen in den Strom. Darauf kam sie zurück.";Sagenschatz des Luxemburger Landes
1271;7;221;246;221. Die Hexe von Ettelbrück.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Ettelbrück;6.105571;49.84983;"221. Die Hexe von Ettelbrück. Eine alte, böse Hexe von Ettelbrück schnitt eines Tages Gröwen in ihre Pfanne und sagte zu ihnen: „Macht, daß ihr nicht anbrennt; ich gehe noch nach Angeldorf (Jngeldors) einem Pferde das Bein brechen!"" Als sie aber zurückkam, waren die Speckschnitte angebrannt.";Sagenschatz des Luxemburger Landes
1273;7;223;248;223. Wie man die Hexen erkennt.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Dalheim;6.263876;49.543586;"223. Wie man die Hexen erkennt. Wenn der Priester während der hl. Messe sich umwendet, um das orale tralres zu sagen, so erkennt er alle Hexen, die sich in der Kirche befinden. Die Erde, welche-der Geistliche bei einem Begräbnis mit der Schaufel auf den Sarg wirft, ist brauchbar, um die Hexen zu erkennen. Ein Mann von Dalheim hatte einmal von solcher Erde in seinem Hute aufgehoben und streute sie über die Kirchenschwelle. Da konnten die Hexen, die in der Kirche waren, dieselbe nicht mehr verlassen. Der Pastor befahl ihnen, nach Hause zu gehen; sie aber antworteten: „Lassen Sie zuerst die Erde von der Kirchenschwelle wegkehren"". I. B. Klein, Pfarrer zu Dalheim.";Sagenschatz des Luxemburger Landes
1274;7;224;249;224. Die festgebannten Hexen zu Weimerskirch.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Weimerskirch;6.138641;49.629784;"224. Die festgebannten Hexen zu Weimerskirch. Zu Weimerskirch hatte ein Knecht gehört, es seien Hexen in: Dorfe und kämen jeden Morgen zur Kirche. Einst stellte er einen Besen verkehrt hinter das Kirchthor mit einem dreiblätterigen Kleeblatt. Als nun nach der Messe alle Leute sich entfernt hatten, saßen noch immer mehrere alte Weiber in der Kirche, bewegten sich auf ihren Stühlen hin und her, kamen aber nicht von der Stelle. Der Küster forderte sie wiederholt auf, sich zu entfernen, aber vergebens. Sie vermochten es nicht. Er rief deshalb den Pastor, der den alten Weibern begreiflich machen wollte, es werde keine Messe mehr gelesen. Da gestanden sie ihm, daß sie nicht von der Stelle könnten, so lange etwas hinter der Kirchthüre stehe, das ihnen den Ausgang verwehre. Der Pastor begab sich hin und fand den Besen. Nachdem er ihn weggenommell hatte, forderte er die Alten aus, sich nun zu entfernen. Aber sie sagten, es liege noch etwas*) an der Kirchthüre, und derjenige, welcher es hingeleg<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=1274"">[...]</a>";Sagenschatz des Luxemburger Landes
1275;7;225;250;225. Die eingeschlossenen Hexen zu Bissen.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Bissen;6.070158;49.786817;225. Die eingeschlossenen Hexen zu Bissen. Zu Bissen waren drei verwegene Burschen, die selbst, wie sie sagten, den Teufel auf freiem Felde nicht fürchteten. Diese wußten, daß des Nachts viele Hexen aus der Kirche kamen und die Leute im Dorfe ängstigten. Diesem Unwesen zu steuern, suchten sie eine Taufkerze und ein wenig von der Erde, die der Priester mit eigener Hand beim Begräbnis auf die Toten warf, zu bekommen, und streuten beides an die Kirchthüre. Des Nachts entstand großer Lärm in der Kirche, die Fenster wurden eingeschlagen. Der Pfarrer lief mit vielen Leuten herbei, aber in die Kirche zu gehen vermochten sie nicht, denn dieselbe war voll'gräßlicher Hexen. Diese schrien und nannten die drei Jünglinge, die sie eingesperrt hatten. Die Burschen wurden herbeigeholt und mußten das 'Hingestreute wieder wegschaffen. Tag und Nacht wurden sie nun von den Hexen geplagt, doch die Kirche war von denselben befreit.;Sagenschatz des Luxemburger Landes
1278;7;228;253;228. Die Teufelslay zwischen Tadler und Gösdorf.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Tadler;5.9938;49.910034;"228. Die Teufelslay zwischen Tadler und Gösdorf. An der Sauer zwischen Tadler und Gösdorf erhebt sich ein hoher, zackiger Fels, Teufelslay genannt. Mitten in der Teufelslay springt eine kegelartige Erhöhung hervor, die man Predigtstuhl nennt. Hart an der Teufelslay befindet sich die Jaaslay, an deren Fuße die Sauer einen tiefen Tümpel bildet. Diese beiden Felsen wimmelten immer von giftigem Gewürm. Das Volk glaubt, die Teuselslay sei behext. Nie ließen die Leute das Vieh an diesem Felsen grasen; Gras, das dort gerupft und gemäht worden war, wagte man nie den Tieren vorzulegen. „Was rein ist"", sagten die Leute, „soll rein bleiben"". Man erzählt, es habe einst ein Weib in dieser Lay gewohnt, das man nie aus- und eingehen sah, und von dessen Herkunft niemand etwas wußte. Auch Hexen haben einst in dieser Lay gehaust. Man wußte nie, wie sie ein- und ausgingen; sie setzten über Büsche und Bäume hinweg. Warf man einen Stein in das Gebüsch des Felsens hinein, so erscholl lautes Gelächter. I. Pr<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=1278"">[...]</a>";Sagenschatz des Luxemburger Landes
1279;7;229;254;229. Die Hexe von Ospern.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Ospern;5.908918;49.782389;"229. Die Hexe von Ospern. Ein armer Taglöhner aus Wahl ging einst nach Arlon auf den Markt. Ms er nach Ospern kam, sah er auf einer Gartenmauer eine große, schwarz und weiß gefleckte Katze sitzen. Das Haus aber, welches an den Garten stieß, gehörte einer alten Frau, welche im Rufe stand, mit dem Teufel einen Bund geschlossen zu haben und den Menschen allerlei Böses zuzufügen. Unser Wähler, der eben kein Katzeufreund war, schlug mit seinen: Stocke nach der Katze, ohne sie jedoch zu treffen, denn im Ru war sie hinter der Mauer verschwunden. Als er aber das Dorf Ospern verlassen, sah er plötzlich dieselbe Katze vor sich im Wege sitzen, und sie folgte ihn: bis an die belgische Grenze, trotzdem er sie durch Stockschläge zu vertreiben suchte. Abends aus seiner Rückkehr sah er plötzlich die nämliche Katze nicht weit vor Ospern auf einer kleinen Anhöhe sitzen und ihn mit feurigen Augen anglotzen. Der Mann begriff nun, daß es die berüchtigte Hexe aus Ospern sei, die ihn verfolge, weil er sie am<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=1279"">[...]</a>";Sagenschatz des Luxemburger Landes
1280;7;230;255;230. Vom Drücken der Hexen.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Rodingen;5.842721;49.545976;"230. Vom Drücken der Hexen. Wenn die Hexen den Menschen aus keine andere flVeise zusetzen konnten, so nahmen sie ihre Zuflucht zu dem sogenannten Drücken. Die Hexe setzte sich nämlich dein Menschen, dem sie Leid zufügen wollte, auf die Brust und hielt ihm sogar mit ihren langen Fingern oft den Hals zu, so daß er fast erstickte. Manchmal legte sich den Menschen auch eine Katze auf die Brust, die sich nicht fortjagen lassen wollte. Dieselbe war so schwer, daß der unter ihr Liegende fast erdrückt wurde. Wurde die Hexe aber erkannt, so drohte sie dem von ihr Gedrückten mit schmählichem Tode, wenn er je ein Wort darüber laut werden lasse. Eine alte Frau aus der Obergasse zu Rodingen, die noch heute lebt, hatte auf diese Weise jahrelang zu leiden. Sie kannte die Hexe, aber sie durfte kein Wort sagen, denn dieselbe hatte ihr gedroht: „Wenn du je einmal etwas sagst, geht es dir nicht gut!"" Lehrer P. Hummer.";Sagenschatz des Luxemburger Landes
1281;7;231;256;231. Der Spuk auf dem Weiderterhof bei Fels.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Mersch;6.106599;49.750393;231. Der Spuk auf dem Weiderterhof bei Fels. Zu verschiedenen Zeiten soll es aus dem Weiderterhof bei Fels vorgekommen sein, daß sich die Schwänze und Mähnen der Pferde derart verwickelten, daß die Haare durch Menschenhand unmöglich auseinandergetrennt werden konnten. Nach einiger Zeit jedoch lösten sich die Knoten und Flechten in den Haaren der Pferde ganz von selbst auf, ohne daß man die geringste Spur der Verzauberung hätte wahrnehmen können. So oft der Spuk stattfand, waren die Pferde ganz wütend, schlugen, bissen um sich und rissen sich von ihren Ketten los. Es ging auch die Sage, daß, wenn ein Bock im Stalle wäre, der böse Geist diesen ritte und die Pferde ruhig ließe. Noch heute ist die sogenannte Kreuzstraße auf den: Wege von Mersch nach Fels, wo der eine Weg nach Nommern und der andere zum Weiderterhof führt, ganz verrufen, so daß niemand denselben in der Nacht allein zu gehen wagt. Luxemburger Land, 1883.;Sagenschatz des Luxemburger Landes
1282;7;232;257;232. Hexen in den Escher Ställen.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Esch a. d. Sauer;5.937762;49.910701;232. Hexen in den Escher Ställen. Alte Leute von Esch a. d. Sauer erzählen noch heute, daß Hexen bald unter der Gestalt von Katzen, bald unter der von Ratten die Kühe in den Ställen behexten, so daß sie gar keine oder doch nur rote Milch gaben. Nur durch Gebet und Besprengung mit Weihwasser konnten die Kühe von der Hexerei befreit werden. Lehrer Schröder zu Esch a. d. Sauer.;Sagenschatz des Luxemburger Landes
1283;7;233;258;233. Wie die Hexen sich Milch verschaffen.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Ettelbrück;6.105571;49.84983;"233. Wie die Hexen sich Milch verschaffen. Das alte Mariechen von Ettelbrück erzählt: Wenn eine Hexe Milch haben will, dann nimmt sie einen roten Lappen, hält denselben wider die Wand, klopft dann dreimal darauf, fängt an, an dem Lappen zu streichen, indem sie sagt: „Ein wenig Milch von dem seiner Kuh, ein wenig von dem seiner Kuh, u. s. w."" So führt sie fort, bis sie Milch genug hat. Sie hat dann von keiner Kuh viel genommen, und doch hat sie völlig Milch und Butter.";Sagenschatz des Luxemburger Landes
1286;7;236;261;236. Der gefährliche Traum.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Wahlhausen;6.127387;49.985165;"236. Der gefährliche Traum. Folgendes, so erzählte ein Mann, sei ihm passiert: Er hatte einst in seiner Heimat eine Frau, die als Hexe berüchtigt war, recht böse gemacht. Bald darauf ging er nach Frankreich. Bei seiner Abreise sagte die Frau zu ihm: „Du gehst setzt fort, aber du wirst mir das doch nicht auf die andere Seite mitnehmen"". Er reiste ab. Des Nachts träumte er nun einst, er sei totkrank, und neben seinem Bette ständen jene Frau und ein Arzt, der ihm eine Ader am Halse öffnen wolle. Er aber habe nicht einwilligen wollen, sondern als der Arzt trotzdem habe Gewalt gebrauchen wollen, mit Fäusten um sich geschlagen. Da verspürte er plötzlich einen heftigen Schmerz an der Hand, und der Traum hörte auf. Am Morgen fand er sein Rasiermesser neben dem Bette liegen, und in seiner Hand war ein großer Schnitt. „Hätte ich eingewilligt, daß der Arzt mir Blut nehme"", sagte der Mann, „so wäre es um mich geschehen gewesen. Das hat mir jene Frau angethan"". Lehrer Schaus zu Wahlhausen.";Sagenschatz des Luxemburger Landes
1287;7;237;262;237. Die verhexte Jungfrau zu Eweringen.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Holler;6.047549;50.124585;"237. Die verhexte Jungfrau zu Eweringen. Zu Eweringen Wohute vor langer Zeit ein Mann, von dein man weit und breit wußte, daß er sehr geizig und sehr unbarmherzig gegen die Armen war. Eines Abends kam in das Haus dieses Mannes ein altes Mütterchen, das flehentlich um ein Nachtlager bat. Die Tochter des Hauses, ebenso hartherzig wie ihr Vater, wies die Alte kurz und schnauzig ab: „Für solch ein schmutziges Weib haben wir unsere Betten nicht"".—,/Nun, so magst du selbst in deinem Bette liegen, du stolzes Ding"", sprach die Alte und wankte zum Hause hinaus. Am anderen Tage konnte das Mädchen das Bett nicht verlassen. Es war von einer bösen Krankheit befallen, die es drei lange Jahre aufs Schmerzenslager fesselte. Als der letzte Tag des dritten Jahres um war, stand das Mädchen plötzlich aus und war wieder frisch und munter wie an jenem Tage, wo es die Alte — eine Hexe — so schmählig abgewiesen hatte. Lehrer Konert zu Hollerich.";Sagenschatz des Luxemburger Landes
1288;7;238;263;238. Die Hexe von Fentingen.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Fentingen;6.150774;49.565366;"238. Die Hexe von Fentingen. Zu Fentingen lebte eine alte Frau, die allgemein für eine Hexe angesehen"" wurde. Diese kam einst zur Mühle und rief zornig den Müllerknecht an: „Ist das Mehl von dem schönen Weizen, den ich dir zu mahlen gebracht habe?"" und warf ihm Kleien in die Augen. Der Knecht taumelte rückwärts und schrie, daß alle Leute in der Mühle Herbeiliesen. Alan brachte ihn zu Bette, und drei Monate lang lag er fieberkrank danieder. Gewöhnlich hörte er täglich einmal ein Geräusch über der Zimmerdecke: Tapp, tapp, tapp; dann erschien ihm eine Katze, welche statt eines Katzenkopses den Kops jener alten Frau trug, die ihm die Kleien in die Augen geworfen hatte. Der Kranke genas nicht eher, als bis man ihn in seine Heimat gebracht hatte.";Sagenschatz des Luxemburger Landes
1290;7;240;265;240. Bocktrés.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Waldbillig;6.289449;49.796665;240. Bocktrés. Eine in Jnsenborn und in der ganzen Umgegend allenthalben für Hexe gehaltene Weibsperson war die Bocklrös. Sie war zu Waldbillig geboren, kam nach Feulen, von da nach Böwen, Jnsenborn und Nocher. Bei wem sie einkehrte, dessen Haus ging unrettbar verloren. So verendete zu Jnsenborn einem Manne seine beste Ziege, bald nachher auch die andere. Dann starb das jüngste Kind, nachher das zweitjüngste und so weiter, bis sämtliche Kinder tot waren. Die Krankheit der Kinder war so schreckenerregend, daß außer den Eltern kein Mensch sich zu ihnen wagte. Das alles soll durch die Zauberei der Bocktrss geschehen sein. Lehrer Laures zu Jnsenborn.;Sagenschatz des Luxemburger Landes
1292;7;242;267;242. Eine Hexe als Elfter.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Pratz;5.935862;49.80423;"242. Eine Hexe als Elfter. Zu Arlon war der Brauch, daß man am Sonntag I.Rt906, als am Halbfastensonntag, den Halbfastenhering aß. Viele Leute aus der Umgegend kamen an diesem Sonntage nach Arlon. Unter denselben befand sich auch einst ein junger Schreiner aus Pratz. Eben war in der Kapuzinerkirche die Messe beendet, und der Jüngling stellte sich unweit der Kirchthüre aus, um sich die heraustretenden Leute anzusehen. Da ging eine hohe, schon gekleidete Weibsperson an ihm vorüber und stieß ihn mit dem Ellenbogen auf die Brust. Wie er sich nachher entfernen wollte, war er blind. Seine zwei Schwestern, die ihn begleiteten, führten ihn weg und wuschen ihm die Augen mit kaltem Wasser, worauf er wieder sehend wurde. Bei ihrer Rückkehr nach Hause mußten sie an einer Sagemuhle vorüber. Dort saß auf einer Stange eine Elster; der Jüngling lockte sie und unerwartet kam sie ihm auf den Arm geflogen, von wo sie sich nicht mehr verscheuchen lassen wollte. Acht Tage lang saß sie dort und fraß so viel<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=1292"">[...]</a>";Sagenschatz des Luxemburger Landes
1294;7;244;269;244. Das verhexte Haar.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Budersberg;6.070205;49.4915;244. Das verhexte Haar. Ein Schäfer aus der Bogtei Greeteu vou Budersberg ließ sich einst die Haare schneiden und warf sie in die Hausflur. Bald nachher zeigte sich eine weiche, kropfartige Geschwulst an seinem linken Knie, so daß der Mann nicht mehr gehen konnte und sich mühsam an einer Krücke fortschleppen mußte. Alle Heilungsversuche erwiesen sich als erfolglos. Da ließ er die Geschwulst aufschneiden, und sieh da — es befand sich ein Päckchen Haare darin, und der Schäfer erkannte, daß es seine eigenen Haare waren, die er vor kurzem hatte abschneideu lasten und weggeworfen hatte. Diesen Streich hatte eine Hexe ihm gespielt, die damals im Hause übernachtete. Hätte er auf die Haare gespieen, so hätte die Hexe diese Gewalt nicht über ihn gehabt. Seither sind die Leute in der ganzen Gegend klüger geworden, und pflegen auf die abgeschnittenen Haare zu spucken, ehe sie dieselben wegwerfen. I. Prott, Pfarrer.;Sagenschatz des Luxemburger Landes
1295;7;245;270;245. Der verhexte Säugling zu Stadtbredimus.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Stadtbredimus;6.366809;49.562246;"245. Der verhexte Säugling zu Stadtbredimus. Wenn eine Mutter vergessen hatte, ihren Säugling beim Niederlegen zu segnen und ein Kreuz über denselben zu machen, konnten die bösen Hexen ihr Unwesen mit demselben treiben. So vergaß einst eine Mutter, ihr kleines Töchterlein beim Weggehen zu segnen, und als sie nach einiger Zeit nach Haus zurückkam, war die Wiege leer und der Säugling verschwunden. Erft nach langem Suchen fand sie ihr Töchterlein in dem unter dem Backofen angebrachten Aschenbehälter, mit einer Hexenschürze umwickelt, zwar nocklebend, aber mit schielenden Augen vor. Das Kind blieb sein Leben lang schielend; es lebt noch heute und ist eine zweiundachtzigjährige Witwe.";Sagenschatz des Luxemburger Landes
1296;7;246;271;246. Das verhexte Kind zu Luxemburg.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Luxemburg;6.133836;49.611567;246. Das verhexte Kind zu Luxemburg. Ein Schuster aus Luxemburg, Jakob Breuch, und seine Frau, die ihr kleines sechs Wochen altes Kind abends in die Wiege gelegt hatten, ohne es zu segnen, wurden um Mitternacht durch das Geschrei desselben geweckt. Sie fühlten gleich in die Wiege nach dein Kinde, aber weg war es. Nachdem sie Licht angezündet und nachgesucht, fanden sie das Kind zwischen dem Schranke und einer Neisigwelle unversehrt stehen. M. Erasmy.;Sagenschatz des Luxemburger Landes
1298;7;248;273;248. Das verhexte Kind zu Esch a. d. Sauer.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Esch a. d. Sauer;5.937762;49.910701;"248. Das verhexte Kind zu Esch a. d. Sauer. Zu Anfang dieses Jahrhunderts herrschte in der Gegend von Esch a. d. Sauer allgemein der Glaube, es gebe Menschen, welche die wunderbare Kraft besitzen, sich unsichtbar zu machen und ans diese Weise ihr Unwesen zu treiben. Ein in Esch wohnhafter Greis erzählte, daß seiner Mutter, als sie noch in der Wiege lag, folgendes geschehen sei. Die Wiege stand vor dem Bette der Eltern. Als die Großmutter des Erzählers erwachte und dem Kinde die Brust reichen wollte, war die Wiege leer. Sie weckte ihren Mann, und dieser, von dein Vorfall in Kenntnis gesetzt, sagte: „Das hat uns ein Unsichtbarer gethan"". Sie standen ans, um nach dein Kinde zu suchen. Thüren und Fenster waren noch wohl verschlossen, das Kind aber lag in der Küche ans dein Spülsteine und schlief ruhig. Lehrer Schlösser zu Esch a. d. Sauer.";Sagenschatz des Luxemburger Landes
1299;7;249;274;249. Der verhexte Mann zu Lintgen.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Lintgen;6.127963;49.722279;"249. Der verhexte Mann zu Lintgen. Als zu Lintgen eines Morgens Meister Johann sehr früh in den Wald gehen wollte, begegnete ihn: eine alte Frau aus dem Dorfe, klopfte ihm auf die Schulter und sprach: „He, Oehm Jang! wohin denn so früh?"" Seither litt der Mann an Verrücktheit des Geistes. Nachts stand er auf und legte sich in die Straße, indem er beide Arme weit ausstreckte, in jeder Hand eine Katze. Nach einer Weile ging er dann wieder zu Bett. Fragte ihn seine Frau, wo er gewesen, so gab er zur Antwort: „O, was war ich jetzt bei zwei schönen Jungfrauen!"" Nachdem man alles versucht hatte, den Mann zu heilen, begab man sich zu einein alten Klosterbruder, der zu Walferdingen wohnte, und dein man den Fall mitteilte. Dieser kam nach Lintgen und gebot, während er über den Unglücklichen betete, alle Thüren fest verschlossen zu halten und niemand einzulassen. Mail gehorchte. Da kam jene Frau an die Thüre und begehrte Einlaß, aber trotz aller Bitten und Vorwände, die sie vorbrachte, öffnete ma<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=1299"">[...]</a>";Sagenschatz des Luxemburger Landes
1300;7;250;275;250. Das entdeckte Hexeuweib.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Useldingen;5.980722;49.770515;"250. Das entdeckte Hexeuweib. Zu Useldingen war Fensterhengs (Heinrichs des Glasers) Kuh krank, und er wandte sich all eine Frau, die der Zauberei kundig war. Diese sagte, er solle alte Hufstömp (alte Hufnägel) nehmen, diese in einen Tiegel thun und mit dem Tiegel über dem Feuer rotglühend machen, dann mit einem Bläser (Blasrohr) darin rühren, bis eine (nämlich eine alte Frau) hereinkäme. Diese sei es, welche die Kuh krank gemacht. Fenster-Heng that, wie ihm gesagt worden. Während er im Tiegel herumrührte, trat eine alte Frau herein. „Ah, bist du die alte Luder, die meine Kuh krank gemacht?"" rief Fensterheng, sprang auf und vertrieb das alte Weib.";Sagenschatz des Luxemburger Landes
1301;7;251;276;251. Die verhexte Kuh zu Burglinster.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Burglinster;6.215261;49.706758;"251. Die verhexte Kuh zu Burglinster. Vorzeiten lebte ein Schreiner zu Burglinster, dessen Kühe, obgleich nicht trächtig, bei guter Fütterung doch keine Milch gaben. Das dauerte eine geraume Zeit. Da klagte der Schreiner dem Hrn. Pastor zu Junglinster (Burglinster gehörte damals zur Pfarrei Junglinster) sein Leid und bat ihn, seinen Stall auszusegnen. Der Pastor that es, und nach und nach kamen des Schreiners Kühe wieder an die Milch. Als nach der Aussegnung der Pastor nach Junglinster znrückkehrte, begegnete ihm ein häßliches Weib, das ihn unfreundlich anblickte. Was geschah? Nach acht Tagen verendete die Kuh des Pastors. Kurze Zeit nachher begegnete der Schreiner dem Pastor, der ihm sagte: „Meister, ich habe dir aus dem Leid herausgeholfen und mir hinein. Meine Kuh ist zurückgegangen"". Lehrer Brandenburg zu Burglinster.";Sagenschatz des Luxemburger Landes
1302;7;252;277;252. Zauberei zu Diekirch.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Diekirch;6.153077;49.870712;"252. Zauberei zu Diekirch. Zur Zeit lebten überall Hexen und Zauberer, welche den Menschen Böses thaten. Oft wenn man in den Stall kam, waren die Kühe verhext; sie gaben keine Milch mehr, oder die Milch wurde zu Wasser, oder die Kühe fraßen nicht mehr. Man zog nun hin, oft stundenweit, zu einem Manne — gewöhnlich war es ein Einsiedler — und klagte diesem die Not. Er sagte ihnen, es sei der und der Nachbar Schuld daran; dann betete er aus einem Buche und schickte die Leute nach Haus, indem er ihnen befahl, nach einigen Tagen wiederzukommen, und unterwegs ja nichts aufzuheben, sonst wäre alles verloren. Oder man befahl ihnen, des Morgens vor Sonnenaufgang an diese oder jene Quelle zu gehen, dort mit dem Eimer zu schöpfen, aber gegen den Laus des Wassers, und dabei zu beten; dann dieses Wasser mit einem gewissen Kraute zu kochen und dieses dem Vieh einzuschütten. Aber nicht allein dem Vieh, sondern auch den Menschen wurde „es angethan"". Frauen, welche ein Kind an ihrer Brust nährten, wurd<a href=""https://mosel-sagen.de/einzelansicht-sagen/?markerid=1302"">[...]</a>";Sagenschatz des Luxemburger Landes
1304;7;254;279;254. Entzaubertes Gewehr.;V. Hexen— und Zauberersagen Zauberei.;NoGroup;Esch a. d. Sauer;5.937762;49.910701;"254. Entzaubertes Gewehr. Einst ging ein Mann aus Jnsenborn, namens Hurscht, auf die Jagd. Ein altes Weib, an dem er vorbeiging, ries ihm zu: „Du gehst wol auf die Jagd, wirst aber nichts schießen"". Und wirklich, obgleich eine große Menge Hasen ihm „unter den Schuß"" kamen, konnte er nicht einen einzigen schießen. Ein alter Geistlicher, dem er den Vorfall erzählte, sagte ihm, das alte Weib sei eine Hexe, dieselbe habe sein Gewehr verhext. Um der Hexerei los zu werden, riet ihm derselbe, einen geschossenen Hasen zu kaufen, mit dem Schrot, das er in dessen Leib finde, einen Vogel zu schießen, diesen zu Asche zu verbrennen, die Asche unter das Pulver zu mischen und mit der erhaltenen Mischung sein Gewehr zu laden. Der Mann that, wie ihm geheißen worden, und die Hexerei war gehoben. Lehrer Schlösser zu Esch a. d. Sauer.";Sagenschatz des Luxemburger Landes
1309;7;259;284;259. D’Fall vu Folschent (Folschet).1.;V. Hexen— und Zauberersagen Zauberei.;259. D’Fall vu Folschent (Folschet);Kapweiler;5.969924;49.739335;"1. Es mögen fünf unb sechzig Jahre her fein, ba saß eines Tages Jakob Pesch aus Kalmus auf einem kräftigen Hengste vor feinem Haufe, um nach Kapmeiter Mm Ackerer Georg Ketter M reiten. Da rief ihm ein unter bem Namen b'Fall vu Folfchent bekanntes altes Weib zu: „Wohin, Pesch?""—„Nach Kapweiler!"" — „Dann wart, ich gehe mit."" — „Ich bin eurer nicht nötig"", sagte Pesch und gab dem Pferde die Sporen, ritt im Galopp ungefähr drei Kilometer weit bis bei Klos Weiherchen, wo er das Pferd wieder im Schritt gehen ließ. Er schaute rückwärts, das Weib war da, hatte sein Pferd mit dem Schwanz und sagte zu ihm: „Hast du gemeint, du würdest mir entrinnen?"" Der Mann sagte nichts, er bekreuzte sich und ritt schnell weiter.";Sagenschatz des Luxemburger Landes
