sagenid;werkid;sagennummerimwerk;titel;sagebkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
884;5;193;Das Ingweiler Stadtkalb;NoCategorie;NoGroup;Ingweiler;7.46918832697;48.8859131079;Das Ingweiler Stadtkalb. Das gespenstige Stadtkalb wird zur Dämmerzeit manchmal zwischen den lezten Häusern von Ingweiler und der Anhöhe, auf welcher die mit Akazien umgebene Steinbank steht, Buchsweiler zu, gesehn, oder läßt sich durch schweres Getrampel und Geschnaube hören. Verspätete Wanderer, besonders wenn sie ein Glas über Durst getrunken, müssen es bis zu dieser Stelle auf dem Rücken schleppen. Zur Nachtzeit liegt es mitten auf der Straße oder unter der Laube des Rathhauses, in einen Klumpen zusammengeballt, den die Leute, die es nicht wissen, für einen Sack nehmen und aufheben wollen. Vor noch nicht vielen Jahren soll sich das Stadtkalb zur Adventzeit jedesmal dem Schulmeister auf die Schultern gesezt haben, nachdem er die Neunerglocke geläutet, und nicht eher von ihm gewichen sein, bis er an seinem Hause angelangt war. Da der Epuk gewöhnlich erst nach der neunten Stunde begann, so erwirkte einer der lezten Schullehrer die Erlaubniß, zur Adventzeit die Glocke künftighin eine Viertelstunde früher läuten zu dürfen. Dem Nachtwächter, wenn er seine Runde macht, erscheinen in der Adventzeit, statt des Stadtkalbs, oft zwei weiße Schäfchen, welche mehrere Gassen durch vor ihm hergehn. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
885;5;194;Das Irrkraut;NoCategorie;NoGroup;Ingweiler;7.46918832697;48.8859131079;"Das Irrkraut. Im Schnaizwald, zwischen Ingweiler und Rothbach, wächst das Irrkraut. Wer auf dasselbe tritt, oder wem Samen davon in den Schuh, oder beim Holzlesen auf die Schürze fällt, der verliert plöglich, und wär's am hellen Tage, den Weg und wird, obgleich der Wald von keiner bedeutenden Ausdehnung ist, an ganz unbekannte Stellen geführt, wo er sich oft stundenlang nicht wieder zurecht finden kann. Selbst Förster und Waldhüter, standen, daß ihnen das Irrkraut schon manchen bösen Spuk gespielt habe. Vor einigen Jahren ging eine Frau von Ingweiler früh Morgens in den Schnaizwald, welcher zu ihrer Gemeinde gehört, um Holz und Reißig zu suchen. Sie hatte bald ein Bündel zusammengelesen und trat den Heimweg an, in Gedanken mit dem Frühstück beschäftigt, das ihr Mann einnehmen sollte, wenn er von der Morgenarbeit zurückkäme. Als sie sich nun bald am Ende des Waldes angelangt glaubte, der nur eine Viertelstunde vom Städtchen entfernt liegt, und eine Strecke weit vor sich hinblickte, wurden die Bäume lichter. Sie befand sich am Saume des Waldes. Aber vor ihr lagen, statt der gegengesezten Ende. „Bin ich denn auf's Irrkraut getreten ?"" dachte sie und machte sich eilig auf den Rückweg. Allein so sehr sie auch im Walde hin und her lief, den rechten Pfad zu finden, so gelang es ihr doch nicht und noch zweimal kam sie an's Rothbacher Feld ; bis sie sich endlich, am Waldgraben hin, auf die Landstraße begab. Es war aber schon spät am Nachmittag, als sie endlich müde und matt nach Hause kam. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
886;5;195;Das Haberkreuz bei Neuenburg;NoCategorie;NoGroup;Neuenburg bei Hagenau;0.0;0.0;"Das Haberkreuz bei Neuenburg.Zwischen dem Dorf Uhlweiler und dem jezt in Trümmern liegenden Kloster Neuenburg , am Waldsaume, beim Weiher, liegen die Stücke eines steinernen Kreuzes, welches in der Umgegend unter dem Namen Haberkreuz bekannt ist . Altdorf erzählt den Ursprung dieses Kreuzes und seiner Benennung auf folgende Weise : Ein geiziger und herrschsüchtiger Abt hatte nach und nach mehrere an die Güter des Klosters grenzende Grundstücke, welche List und Ränke an das Kloster zu bringen gewußt. Vergebens klagten die armen Dörfner und forderten ihr Eigenthum zurück. Der mächtige Abt spottete ihrer und wies ihre gerechten Forderungen ab. Endlich schickten die Gemeinden, ein legtes Mittel versuchend, Abgeordnete an den Abt, mit dem Begehren, er möge, in Gegenwart der Klosterbrüder und der Bewohner der beiden Dörfer, auf den streitigen Grundstücken selbst einen Eid vor Gott, seinem und ihrem Schöpfer ablegen, daß ihm dieselben mit Recht zugehören ; sie wollten, wenn er dies könne, jeder Klage ein Ende machen, und das Kloster solle fortan im Besize der Grundstücke verbleiben. Der Abt nahm den Vorschlag an. Und am anberaumten Tage trat er an der Spige seiner Mönche, mit Kreuz und Fahnen, auf die Grenzen der geraubten Felder, wohin sich auch ihrerseits die Bewohner der beiden Dorfschaften begaben. Nochmals ward er von denselben aufgefordert, entweder die Felder gutwillig abzugeben oder den Eid zu thun. Da trat er hervor, hob die rechte Hand empor und schwur : Klosters eigenem Grund und Boden. “ Entsehen ergriff die Bauern umher. Allein plöglich drängte sich ein Klosterknecht durch die Menge, riß dem Abt die Müze weg, warf ihn zu Boden und zog ihm die Schuhe aus. der Knecht, indem er den unter der Müze verborgenen Suppenschöpfer (Löffel) hervornahm. „ Und seht, wie er auf seinem eigenen Grund und Kaum waren die Worte gesprochen, als die betrogenen Bauern mit rasender Wuth über den Abt herfielen und ihn todtschlugen ; während die Mönche mit Angstgeschrei davon liefen. Später wurde der Mord an dem geweihten Manne dadurch gefühnt, daß beide Gemeinden auf der Stelle ein Kreuz errichten gabe an Haber und anderm Getreide niederlegen mußten. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
887;5;196;"""Wie die Burg und die Stadt Hagenau erhaben und gemacht worden.""";NoCategorie;NoGroup;Hagenau;7.83010404968;48.8417047695;"""Wie die Burg und die Stadt Hagenau erhaben und gemacht worden."""" Es kam ein Mal, daß ein Herr in den heiligen Forst auf die Jagd zog mit vielen Dienern, und diese führten mehrere Koppeln Hunde mit sich, große und kleine. Die Hunde kommen dinnen, Rehe und andere Thiere dieser Art ; sie erheben dabei ein lautes Gebell, und doch klang der Ton durch die Bäume hindurch so eigen, daß Herr und Diener sich darüber wunderten ; denn kein Wild ward innerhalb des Hages gefangen, womit ein Theil des Waldes war eingeschlossen worden. Da reiten die Jäger den Huuden nach, um zu sehen, wie das Alles so geschehen könne. Als sie an die Motter (Moder) kamen, die an dieser Stelle vorbeifließt, finden sie ihre Rüden am Wasser stehen; sie bellen, aber durch das Wasser können sie nicht durchkommen. Jenseits des Wassers zeigt sich ein großer Hag, und der Play, auf dem er sich befindet, bildet ein Eiland. Hier hatte sich das Gewild gelagert, und es war desselben eine große Menge vorhanden. „ Nun aber kamen dem Herrn ganz andere Gedanken ein als die, die Jagd fortzusehen. An diesem Orte, dachte er bei sich selbst, würde sich eine kaiserliche Beste und Burg nicht übel ausnehmen; denn um sie herum würde die Motter eben so lustig fließen, wie sie um den Hag fließt, den das Gewild zu seinem Schuße auserkoren hat. ད་Hienach wurde die Burg erbaut, so königlich und so zierlich, daß man ihres Gleichen im feinem Lande fand, mit Gewölben, Thürmen, Mauren und allerlei Bauwerk, aus großen Quadersteinen haus ; dort hielt er auch Haus und von da aus verlieh er seine Lehen. Und es war ein König an dem Rheine, der auf der Burg fäßhaft war, und errichtete einen Gerichtshof in der Burg, das hohe Gericht genannt, das die Stadt noch lange aufrecht erhielt, und dem der Landvogt als Oberhaupt zugegeben wurde : diesem Gerichte mußten Herren und Edelleute gehorsam sein. Dann wurde im Lauf der Zeit ein Städtlein um die Burg her erbaut, Hagenowe genannt, nach dem Hage, worin das Wild entrann, wie zuvor gesagt worden. "" ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
888;5;197;Kaiser Barbarossa ist in der Burg zu Hagenau lebendig verzückt worden;NoCategorie;NoGroup;Hagenau;7.83010404968;48.8417047695;"Kaiser Barbarossa ist in der Burg zu Hagenau lebendig verzückt worden.„Der gemein Mann ist beredt worden, man müsse alle nacht disem Keyser Friderico zu Triefeld, auch zu Keyserslautern ein Bettmachen, darinnen er ruhe, dann er sey zu Hagenaw Bettstell in der Burg lebendig verzuckt worden, das ist aber Fabelwerck, dann wie es mit disem frommen Keyser (welcher nit allerdings schriben seindt. "" ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
889;5;198;Der Statthalter von Hagenau;NoCategorie;NoGroup;Hagenau;7.83010404968;48.8417047695;"Der Statthalter von Hagenau. Der Statthalter von Hagenau war ein harter, geiziger Mann. Da strafte ihn Gott, daß er an einem Tag sammt seinem Hausgesind des jähen Todes starb. Als das Volk in die Stube trat, wo die Todten lagen, floß das Blut darin herum, als wären viele Menschen umgekommen. „Ja Stühl und Bänke schwißten Blut. Auch war geschrieben an die Wand Schön deutsch von lauter Blut zu Hand, Was dieses mag bedeuten, Das Wunder sey der Schweiß und Blut So der Geizhals aussaugen thut, Wohl von den armen Leuten. “ Dieser jähe Tod war das Vorzeichen Gottes für Reich und Arm, daß er wolle ein Pestileng schicken, die in vielen Städten Wie dann im Würtembergerland, Ist männiglich wohlbekannt Viel Menschen sind verdorben, Bei dreißigtausend an der Zahl, An Jung und Alte überall, Sind an der Pest gestorben."" ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
890;5;199;Die Blaulichtlein;NoCategorie;NoGroup;Hagenau;7.83010404968;48.8417047695;Die Blaulichtlein. Die Blaulichtlein, wie sie in Hagenau genannt werden, die in der Dämmerung auf den Wiesen, in Gärten und Höfen, selbst in manchen Häusern über den Boden hintanzen, können nur von Wirst ein solches sein Schnupftuch nebst einem Rosenkranz oder sonst etwas Geweihtem darauf, so findet es an der Stelle einen Schat. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
891;5;200;Der verzückte Mönch;NoCategorie;NoGroup;Biblisheim;7.79109308708;48.8996840866;Der verzückte Mönch. Ein Benediktiner-Mönch des Klosters St. Walpurgis, bei Biblisheim, hatte sich eines Tages aus dem Kloster in den nahen Wald begeben und lauschte mit solcher Begier dem Gesange der Vögel auf den Zweigen, daß er verzuckt wurde und drei Jahrhunderte lang in diesem Zustande verblieb , während welchem er aller Segnungen des Himmels genoß. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
892;5;201;Der dreibeinige Hase;NoCategorie;NoGroup;Mietesheim;7.64658563349;48.8761605476;Der dreibeinige Hase. Um die Dämmerung und zur Nachtzeit sieht man oft in Mietesheim einen dreibeinigen Hasen , welcher um die Bauernhöfe her und durch die Straßen springt. Es ist noch Niemanden gelungen, ihn zu schießen oder seiner sonst habhaft zu werden. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
893;5;202;Die Gloshecke;NoCategorie;NoGroup;Mietesheim;7.64658563349;48.8761605476;"Die Gloshecke.Mitten in den Wiesen , zwischen Mietesheim und der Griesbacher Mühle, etwa vier bis fünfhundert Schritt von der Hauptstraße entfernt, welche von Straßburg durch einen Theil des großen Hagenauer Forstes nach Bitsch führt, lag ein Gebüsch, in welchem Ueberreste von altem, der Sage nach aus der Römerzeit stammenden Gemäuer zu sehn waren welches, aber im Frühling jezt Gloshecke. Er ist in der ganzen Umgegend verschrieen. Wenn man Nachts daran vorbei muß, begegnen Einem allerlei schreckhafte Gestalten, und wenn diese auch ausbleiben, so wird man irre geleitet und stets, oft bis zum Morgengrauen, im Kreise um die Stelle herum geführt. wandt; allein die Pferde wollten nicht ruhig bleiben und rasten und tollten so lange darin herum, bis er den Stall niederriß und die Steine entfernte. Eine andere Sage lautet wie folgt: Weiber und Jungfrauen von Mietesheim saßen eines Abends in der Spinnstube (hier Maistube = Mädchenstube genannt) , beim faume, das auf der Stelle der Gloshecke gestanden haben soll und zählen wußte. Ein Mädchen widersprach diesen Anklagen gegen die Wirthsleute, als schändlichen Verleumdungen und schlug vor, sie wolle noch jezt, in später Nacht, ganz allein und ungefährdet zur Wirthin, ihrer Pathin, gehn , ein Häflein Sauermilch oder sonst etwas zu holen. Die Andern gingen eine Wette mit ihr ein, und sie machte sich sogleich auf den Weg. Am Wirthshause angelangt, drücktes Aechzen in der Stube. Sie blieb eine Weile stehn und stellte sich auf einen Eckpfosten, um von da aus durch's Fenster zu blicken. Mit einem lauten Schrei des Entseßens sprang sie aber sogleich wieder herab, denn sie sah einen Menschen auf dem Tische bei und die Pathin fing das Blut in einem Zuber auf. Zitternd zählte den schauerlichen Auftritt, den sie mit angesehen hatte. Aber der Schreck hatte sie so gewaltig ergriffen, daß sie einige Tage darauf starb. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
894;5;203;Das Geisterheer bei der Gloshecke;NoCategorie;NoGroup;Mietesheim;7.64658563349;48.8761605476;Das Geisterheer bei der Gloshecke. Vor vielen Jahren fuhren Morgens vor Tagesanbruch zwei plöglich einer derselben ein ganzes Heer von Reitern mit goldenen und silbernen Borden an den Röcken langsam über das Feld reiten . verschwunden. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
895;5;204;Der Mann ohne Kopf auf dem Schimmel;NoCategorie;NoGroup;Mietesheim;7.64658563349;48.8761605476;Der Mann ohne Kopf auf dem Schimmel. von Mietesheim nach Utenhofen führt, reitet seit undenklichen Zeiten ein Mann ohne Kopf auf einem glänzenden Schimmel, der schon manchen mit Schaden heimgeschickt ha .t Ein Mann von Utenhofen, der zu lang beim Schöpplein gesessen und zu später Nacht noch durch die Meistergasse wollte, sah den Schimmel und dachte ihn zu besteigen, um also schneller nach Hause zu kommen. Er erwischte ihn beim Schwanze, von dem er sich aber nicht mehr losmachen konnte und mußte sich so die ganze Nacht hindurch die Gasse auf und ab schleppen lassen. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
896;5;205;Der alte Krähn;NoCategorie;NoGroup;Mietesheim;7.64658563349;48.8761605476;"Der alte Krähn. rechtigkeit"", in Mietesheim, saß einst der alte Krähn jede Nacht auf der Tennpritsche und rauchte Tabak. Er mußte diese Strafe erdulden, weil er bei Lebzeiten einen Bund mit dem Bösen gemacht hatte. Das ganze Dorf weiß dies. Einige junge Bursche wollten den Krähn auch einmal sehn und lagerten sich eines Nachts in der Scheune. Als es Mitternacht schlug, saß plößlich der alte Krähn, pritsche und rauchte. Die erschrockenen Burschen ergriffen alsobald die Flucht, vergaßen aber einen ihrer Kameraden, der eingeschlafen war, aufzuwecken. Als derselbe erwachte und sich allein mit dem geisternden Manne sah, konnte er kaum von der Stelle und wäre beinahe vom Schrecken gestorben. Später kamen zwei Kapuziner in die Scheune; Einer derselben trug einen Rückkorb, der andere eine Fiße (Ruthe). Der Erste lud den Krähn in seinen Rückkorb und trug ihn fort, indem der zweite geladen und dahin gebannt. Jezt spukt er daselbst noch als feuriger Mann. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
897;5;206;Das Mädchen von Engweiler;NoCategorie;NoGroup;Engweiler;7.61563175479;48.8817152403;Das Mädchen von Engweiler. In dem Thälchen, durch welches sich der Weg von Mietesheim nach Engweiler zieht, und in der Nähe des leztern auf einem Hügel gelegenen Dörfchens, sieht man oft zur Nachtzeit ein Mädchen, ganz in die Tracht des Landes gekleidet, nur daß alle Kleidungsstücke weiß sind. Kommt man ihm zu nahe, so geht es seufzend den Weg vor einem hin bis zu einer Weide, am Rande der Felder, wo es heftiger und lauter zu schluchzen anfängt und mit der Hand nach dem Engweiler Kirchhofe deutet. Es hat einst an dieser Stelle sein Kind ermordet und muß da gehen, bis ihm die Stunde der Erlösung schlägt. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
898;5;207;Der Erzknappe von Uhrweiler;NoCategorie;NoGroup;Uhrweiler;7.57978326718;48.8809856779;Der Erzknappe von Uhrweiler. Ein Erzknappe kehrte eines Abends, da es schon finster war, von Engweiler nach seinem Dorfe Uhrweiler zurück. Er war tief in Gedanken, denn er beschäftigte sich im Gehen mit seiner nahen Hochzeit. Als er eben den legten Hügel überschreiten wollte, gewahrte er einige Schritte von sich ein Licht auf einem mit allerlei Speisen und Flaschen bedeckten Tische, um welchen mehrere ihm bald er herbeikam, nöthigten ihn dieselben, bei ihnen Plaß zu nehmen und, so sehr er sich auch wehrte, aus einem dargereichten Becher drückte ihm den silbernen Ring, den er von seiner Braut erhalten hatte. Darauf verschwand das Licht, der Tisch und die unheimliche Gesellschaft. Er raffte sich auf und eilte, von Angst erfüllt, nach Hause, wo man ihm die traurige Nachricht entgegenbrachte, daß seine Braut vor einer Stunde plöglich gestorben sei. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
899;5;208;Helf Dir Gott!;NoCategorie;NoGroup;Gumbrechtshofen;0.0;0.0;"nossen"" hat. Nach seinem Tode wurde er unter ein Brücklein ge= bannt, zwischen Gumbrechtshofen und Zinsweiler. Wer Nachts darüber oder auf der andern Seite längs der Straße hin gieng, der hörte ihn niesen. Allein niemand wollte ihn durch ein „Helf dem Orte vorüber, welches nichts um die Sache wußte, und da es auf einmal niesen hörte, rief es, seiner frommen Gewohnheit ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
900;5;209;Der Teufelshafer;NoCategorie;NoGroup;Offweiler;7.5423120492;48.917321847;Der Teufelshafer. In den Haferfeldern des Dorfes Offweiler soll man, mehr felshaber nennt. In alten Zeiten hatten die Bauern dieser Ortschaft dem Teufel ein Versprechen gethan, dasselbe aber nicht erfüllt, da hat er ihnen den Hafer verflucht. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
901;5;210;Sagen vom Selhof, bei Rothbach;NoCategorie;NoGroup;Rothbach;7.51101928675;48.9053776455;"Sagen vom Selhof, bei Rothbach. Bei Rothbach, am östlichen Abhange des Berges, auf welchem sich das Schloß Lichtenberg erhebt, liegen die nur noch aus wenigen Mauerstücken bestehenden Trümmer einer Priorei, lassen. Es steht ein Forsthaus da, welches noch jezt den Namen Selhof führt. Das Wohngebäude selbst und sämmtliche ehemals zum Kloster gehörige Güter stehen beim Volke im übeln Rufe des Geisterspuks. Gespensterhafte Mönche tanzen hier um einen großen Kirschbaum, und im Keller bewacht einer derselben ungeheure Schäße. Ein Bauer kam einst, zu später Nacht, in den Selhof, um nach den Schäßen zu graben. Da trat ihm eine weiße Klosterfrau entgegen, die ihm eine Blume reichte, die solle er auf einen Stein suchten Güter bringen werde. Bei ihrem Anblicke ergriff ihn aber ein solcher Schreck, daß er seine Werkzeuge im Stiche ließ, nach Hause eilte und bald darauf starb. ternacht, zu dem Orte gekommen war, sah schon die Erde sich öffnen und den Schah langsam emporsteigen ; allein zu gleicher mal seiner Frau und seinen Kindern anvertrauen wollte. Er siechte seit jener Zeit und starb bald nachher. sterbanner berufen, aber noch keinem war es gelungen, sie von dieser Qual zu befreien. Da kam eines Tages ein fremder Mann und erbot sich den Geist zu bannen. Er ließ zu einer bestimmten sammenkommen; hieß Jedermann sich niedersehen und zog mitten in der Stube einen Kreis mit Kreide. Nachdem er nun allerlei seltsame Dinge vorgenommen und fremdartige, unverständliche langte das jüngste Mitglied der Familie, dann sei er erlöst und werde das Haus nicht mehr beunruhige .n Die Eltern des Kindes wollten dasselbe natürlich nicht hergeben und zogen es vor, die Unruhe noch bis auf die heutige Stunde im Hause zu haben. ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
902;5;211;Bruderrache;NoCategorie;NoGroup;Lichtenberg;7.48346810796;48.9218797672;Bruderrache. Auf der Bergfeste Lichtenberg hausten zwei Brüder, welche gegen einander so schrecklichen Haß hegten, daß der Eine schwor, seinen Feind vor Durst, der Andere ihn Hungers sterben zu lassen. Nachdem sich Jener des Leztern bemächtigt hatte, ließ er lich nur ein trockenes Stück Brod reichte. Der Unglückliche fristete sein elendes Leben dadurch, daß er die trockene Rinde mit der von den Wänden herabträufelnden Feuchtigkeit nezte. Allein er wurde mer gebracht, wo er bald darauf starb. Nach seinem Tode empfand jedoch der Brudermörder so heftige Gewissensbisse, daß er sich mit dem Burgkaplan, der ebenfalls um den Mord wußte, von einem hervorragenden Felsen in's Thal hinab stürzte. ;Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
903;5;212;Lichter auf Hellebarden;NoCategorie;NoGroup;Lichtenberg;7.48346810796;48.9218797672;"Lichter auf Hellebarden. „Von dem uralten hanauischen Schloß Lichtenberg, auf einem hohen Felsen im Unterelsaß belegen, wird erzählt : so oft sich Sturm und Ungewitter rege, daß man auf den Dächern und Knöpfen des Schlosses, ja selbst auf den Spigen der Hellebarden, viele kleine blaue Lichter erblicke. Dies hat sich seit langen Jahren also befunden und nach Einigen selbst dem alten Schloß den Namen gegeben. "" ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
904;5;213;Graf Jakob von Lichtenberg;NoCategorie;NoGroup;Lichtenberg;7.48346810796;48.9218797672;"Graf Jakob von Lichtenberg. tenberg im Elsäs gewesen, das mag zu unsern zeiten bei denen großen güetern, darvon die baitte geschlechter Bitsch und Hanow reich worden, wol abgenommen werden. Die sein inen zweifelsohne berg bischof zu Straßburg worden; die haben dann die lehen und anders vom stift uf ire nechste freundt und verwandten verwendt. Nun sein sie aber mehrtails nit allain am guet so mechtig, sondern auch von leib so groß und lang, darzu auch ainer unseglicher sterke tenberg in Tods netten gelegen, also das er hernach nit lang mehr gelept, do hat er sein sone, herr Ludwigen, der auch ain lang, stark man wie der vatter gewesen, beschickt. Dan hat er anzaigt, die zeit sei da, das er in jene welt schaiden müeß, so befehl, er ime sein manet. Legstlich, als er ine gesegnet, hat er in haißen neher zu ihm kommen, ine in die arm gefaßt und den ußer grosen liebe dermaßen zu sich gedruckt, daz herr Ludwig schier erschwarzet und gar nahe ersticket were, also das die diener den alten herren hievon haben messen abreisen. Das ist ain groß exempel ainer solchen sterke, die sich auch in Tods nötten noch erzaiget. "" ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
905;5;214;Graf Jakob von Lichtenberg der Zauberkundige;NoCategorie;NoGroup;Lichtenberg;7.48346810796;48.9218797672;"Graf Jakob von Lichtenberg der Zauberkundige. Baden gelegen im bad, do er dann vil wunders und seltzame abenteuren getriben, darvon noch bei unser vetter zeiten vil ist geret worden. Under ander hat er ain groß banket gehalten, darzu er den margrafen, sein schwager, mit dem frawenzimmer, wundert, das er sovil gest berueft und nichts bim würt hat lassen kochen oder zuristen.. Wie nun die stund erschinen, da sein die versehentlich hat er seine diener in etlich gemach beschaidt, die er vorhin verspert gehapt; darauß haben sie ain große, anzal silberner blaten mit den kostlichsten speisen von allerhand sorten getragen . und damit die zugerichten dafflen beseßt. Uf allen blaten aber hat man des Königs von Frankreichs wappen gestanden gefunden. Also haben sie wol mit den trachten gelept, und ist menigclich frölich gewest, hat niemals weiter gefragt, woher iren würt mit dem essen kam. Und hernach hat man erfahren, das eben desselbigen Tags könig Carle von Frankreich ain banket gehalten, aber er und seine gest aller deren drachten, die zu Margrafenbad sein ufgeseßt worden, entraten müessen. Onzweifel, da dem Konig schon die silber hernach wider zukommen, het es in doch nit wenig verschmacht, und ist möglich fangen und hoch ranzonet worden, das dise that denen nit ain klaine ursach füe gewesen. “ ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
906;5;215;Graf Jakob von Lichtenberg und der Franzose;NoCategorie;NoGroup;Lichtenberg;7.48346810796;48.9218797672;"Graf Jakob von Lichtenberg und der Franzose. "" Es ist anf ain zeit ein franzosischer herr zu herr Jacoben uf, Liechtenberg komen und etliche tag bei ime beliben, in der weil sie ganz frölich mitenander gewesen, und hat herr Jacob dem Franzosen also ehr, so müglich, bewisen. Im abschaideu het der herr von Liechtenberg dem Franzosen das glaidt geben, der het in mit gueten worten biß uf die frontiren, das sich das Teutschlandt und Lottringen schaiden, gelöckert. Daselbs hat der Franzos haimlich ain anzall pferdt gehapt, damit hat er den herren von Liechtenberg angriffen und fengclich mit im in Frankreich gefüert. Hat nun herr Jacob zosen seins gefallens vertragen müssen. Darunder ist nun vil ge= handelt worden, bis die sach uf dreisig tausendt guldin ist kommen, die hat er dem französischen herrn zu ranzon und erledigung müessen zustellen. Als nun sollichs alles beschehen und der von Liechtenberg Wie das der Franzos erfaren, hat er zu rettung seiner ehren kain andern behelf gewist, dann das er dem herren von Liechtenberg ein Kampf, wie derselbigen zeit vil gepreuchlich gewesen, ußbotten, idoch drei wider drei, und ist der Kampfblag in Frankreich ernempt worden Das alles. hat herr Jacob von Liechtemberg angenomen. Dieweil er aber seins leibs und seiner sterke ein helt, het er nit minder oder schwecher mit sich nemen wellen, derhalben ain grafen von Salm und ain von Fleckenstain erbetten, das sie bewilligt, mit und neben im wider die drei Franzosen zu kempfen. Die hat nun blag gebracht, alda sie nit allain den Franzosen, so kempfen sollen, sehern irer ungewonlichen gröse ein verwundernus zugefüegt; dardurch gern mit mentschen zu kempfen, und also sei es abgeredt, so seien aber die Teutschen nit mentschen wie andere, sondern irer leibs größe und sterke halb risen. Also ist nach vil hin und widerhandeln der strit zu den richtern gesezt worden uf ain spruch. Die haben ainhelligclichen erkennt, daß die Franzosen nit schuldig seien, zu kempfen wider die, so nit mentschen seien, wie ander mentschen, sonder risen. Alweit der Kampf domals abgestellt worden. “ ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
907;5;216;Der starke Beilstein;NoCategorie;NoGroup;Lichtenberg;7.48346810796;48.9218797672;"Der starke Beilstein.„ Diser herr Jacob von Liechtenberg ist nit allain selbs so großund stark gewesen, sonder hat auch etliche diener ainer ungleublichen sterke bei sich gehapt. Unter denen ist gewesen ain edelman, genannt tenberg im schloß Liechtenberg den brauch gehalten, das man kainem des hofegesinds morgensuppen geben, er hab dann dem Koch ain scheit holz in der Kuchen getragen; dessen hat sich auch weder edel noch unedel gewidert. Einsmals ist der stark Beilstain kommen, von dem hieob gesagt worden, und hat ain suppen an den Koch begert, gleichwohl kain schait mit gebracht. Do hat der Koch im die nit stain entrüst, hat ain geladnen esel mit holz im hof ersehen, den tragen und entlichen in die eusseren brandtraite geworfen. Ob dem ist ain grose clag für herr Jacoben von Liechtenberg komen, und ist auch von etlichen dienern dohin bedeutet, als ob es zu verachtung des burgfridens beschehen seie. Aber der herr von Liechtenberg, als er den grundt desselben erlernt, het er nichts weiters darzu gethan, dann denen verclegern die antwurt geben, wenn ainer under seinen dienern das nachthue, so welle er den Beilstain darumb straffen. "" ";Die Sagen des Elsasses. Zweiter Teil. Die Sagen des Unter-Elsass
