sagenid;werkid;sagennummerimwerk;titel;sagenkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
396;3;147;147. Nächtliche Erscheinung zu Speyer;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Speyer;8.4;49.35;"147. Nächtliche Erscheinung zu Speyer.Es war im Oktober des Jahres 1813. UmMitternacht saß zu Speyer ein Schiffer am Rheineund lehnte an einer alten Linde. Die Domuhrschlug gerade zwölf. Da stand vor ihm eine hoheverhüllte Gestalt und begehrte rheinüber. Als erden Kahn löste, stieg eine Reihe solcher Gestaltenein und pfeilschnell waren sie drüben. Die Aus-steigenden versprachen bei der Rückkehr zu lohnenund verschwanden in der Ferne wie Wolken.In der vierten Nacht, als der Schiffer wiederam Lindenbaum Wache hielt, rief es vom jen=seitigen Ufer: „Hol über!"" Und wieder war es diedüstere Schar, die in seinen Nachen trat, der gargeschwind in Speyer landete. Diesmal gab jederseinen Lohn. Der Schiffer aber sah unter den Män-teln Schwerter bliken und Panzer und Schilde unddas Funkeln von Gold und Edelstein, den Glanzvon Samt und Seide. Wie Nebel durchflohen dieGestalten die Nacht und verschwanden am Dome.Der Schiffer blieb voll Gedanken am Lindenbaumsizzen bis zum Anbruch des Tages, und als er seinenHandlohn betrachtete, da hatte er lauteres Gold,worauf die Bilder der alten Kaiser erglänzten.Manchen Tag sah er sie an und wieder rief esvon drüben: „Hol über!"" Das waren die flüchtigenFranken von der Leipziger Schlacht. Der Schifferaber verstand nun die Erscheinung: die im Domeruhenden Kaiser waren aus dem Grabe gestiegenund halfen Deutschland frei machen von fremderHerrschaft.";Pfälzisches Sagenbuch
397;3;148;148. Wie du willt, Melchior;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Donnersberg;7.95;49.6;"148. Wie du willt, Melchior.Der Donnersberg, der höchste unter den pfäl-zischen Bergen, war ehemals von verschiedenenBurgen umgeben, deren eine Falkenstein hieß.Dieselbe gab einem berühmten Geschlechte denNamen, das auch im Rheingau und in der WetterauGüter besaß. Diese zerstreuten Besitzungen wareneinmal unter zwei Brüder geteilt. Davon hieß dereine Melchior und hatte seinen Sitz im Rheingau;der andere, Konrad, aber bewohnte die Stamm-burg am Donnersberge.Nun geschah es, daß beide Brüder einen Streitmiteinander bekamen. Da erschien eines Morgensplötzlich Melchior mit seinen bewaffneten Knechtenauf der Anhöhe vor Falkenstein und forderte unterDrohen und Schimpfen seinen Bruder zum Zwei-tampfe heraus. Konrad aber war ein frommerRitter und suchte den zürnenden Bruder vom Fen-ster aus durch freundliche Worte zu besänftigen.Doch umsonst. Der erbitterte Melchior drohte dieBurg zu stürmen. Als nun der Graf sah, daß allesZureden vergeblich sei, schloß er das Fenster mitden Worten: ,,Wie du willt, Melchior."" Daraufging er ruhig in den Hof hinab um seine Knechtezum Widerstande bereit zu halten. Aber Melchiorwurde durch diese Worte so besänftigt und gerührt,daß er all seinen Groll vergaß. Er begehrte fried-lichen Einlaß in die Burg und bei festlichem Mahlefeierten die Brüder ihre Versöhnung.Jene Worte aber wurden zur ewigen Erinne-rung in einen Stein gehauen und dieser über demBurgtore eingemauert. Das Schloß ist jetzt zer-fallen; aber der Stein ist noch vorhanden und wirdden Reisenden in dem Garten des Eisenwerks beiHochstein gezeigt.";Pfälzisches Sagenbuch
398;3;149;149. Treuenfels;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Altenbaumberg;0.0;0.0;"149. Treuenfels.Die Burg Treuenfels gehörte ehemals zuSchloß Altenbaumberg und war als Vorburgdesselben von großer Bedeutung. Über ihre Ent-stehung wird also erzählt:Der Erzbischof von Mainz lag einst in Fehdemit dem Raugrafen Konrad II. von Altenbaum-berg. Dieser hatte mit seinem Vetter, dem Rau-grafen Heinrich I. von Neuenbaumberg, eineWaffenbrüderschaft geschworen. Sieben Wochenbedrängten die Erzbischöflichen Altenbaumberg, sodaß der Mundvorrat darin ausging und die Mauernfast nicht mehr widerstanden. Umsonst sah mannach Neuenbaumberg um Hilfe; denn auch dieseFeste war vom Feinde umlagert. Wohl hätte Hein-rich abkommen können, weil sein Bruder ihm zurSeite stand. Doch wie durch die Reihen der Feindegelangen?Da erspähte man einst in mondheller Nacht,daß die Reisigen, welche am steilsten Teile seinerBurg Wache hielten, leise abzogen. Heinrich ahnte,was vorgehen sollte. Sogleich knüpfte man langeSeile zusammen und ließ sie bis auf einen Felsen-vorsprung hängen, von dem leichter hinabzukletternwar. In voller Rüstung ließ er sich zuerst hinunter;fast die Hälfte seiner Mannen folgte. Glücklicherreichten sie den Talgrund, wo sie sicher waren.Auf weiten Umwegen wanderten sie durch die Nachtund sahen gegen Tag des Feindes Lager. DerMond war untergegangen. Heinrich schlich demfeindlichen Lager möglichst nahe und lauerte hinterdem Gestrüppe.Als nun mit Tagesanbruch die Bischöflichen dieBurg zu stürmen anfingen, zündete er ihr Lageran und fiel ihnen mit Schlachtruf in den Rücken.Die Feinde wandten sich und fielen unter denSchwertern der Neuenbaumberger. Konrad hatteschnell den helfenden Better erkannt und warf sichnun gleichfalls durch die Ausfallpforte mit seinenLeuten auf den Feind, der bestürzt die Fluchtergriff.Beim ersten Strahl der Morgensonne fandensich die beiden Waffenbrüder auf dem Felsenkopfe,wo noch des Mainzer Feldhauptmanns Zelt stand,und fielen einander in die Arme. „Hier soll eineBurg erstehen,"" rief Heinrich, „daß nicht wiedergleiche Gefahr dir komme."" ,,Wir wollen zusam-men bauen,"" entgegnete Konrad, und die Burgtrage als Zeuge deiner Treue auf ewig den NamenTreuenfels."" Und so geschah es.In der gleichen Nacht hatte aber auch Hein-richs Bruder die geschwächten Belagerer geschlagenund ihr Lager mit reicher Beute erobert.";Pfälzisches Sagenbuch
399;3;150;150. Der Eberkopf;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Ebernburg;7.84523;49.81159;150. Der Eberkopf.Das Tor der berühmten SickingenschenEbernburg bei Kreuznach, die auch die Her-berge der Gerechtigkeit genannt wird, war vonaltersher mit einem Eberkopfe geziert, an den sichfolgende Sage knüpft:Die Burg, früher nur die an der Alsenz ge=nannt, gehörte zu dem Gebiete der Raugrafen vonAltenbaumberg und wurde von einem derselbenbewohnt, der als ein tapferer, aber wilder undzornmütiger Geselle bekannt war. Dieser kam einstauf die unfern gelegene Burg Monfort und sahdaselbst des Ritters schöne Tochter. Alsbald be-schloß er sie heimzuführen, erhielt aber ganz gegensein Vermuten abschlägigen Bescheid. Die Jung-frau hatte sich bereits seinem Nachbarn, einemRheingrafen auf dem Stein bei Kreuznach, zu eigengelobt. Des Raugrafen Zorn war groß. Er warfglühenden Haß auf den Rheingrafen und sann aufRache.Eines Tages jagte er in dem Forste unweit desRheingrafensteines. Ein grimmiger Eberstieß ihm auf. Im Kampfe mit demselben zerbrachihm die Waffe. Er geriet in die äußerste Todes-gefahr. In diesem Augenblicke blitzte vor seinemAuge eine blanke Klinge und der Kopf des Ebersrollte vom Rumpfe getrennt vor seine Füße. SeinFeind, der Rheingraf war's, der den kräftigen Hiebzur Stunde geführt. Da war des Raugrafen Zorngebrochen, er reichte seinem Gegner die Hand, wardsein Freund und selbst der Brautführer an dessenEhrentage. über dem Tore seiner Burg aber ließer zum immerwährenden Gedächtnis einen Eber-topf ausmeißeln und nannte sie fortan die Ebern-burg.Eine andere Sage berichtet, einst sei die Burgvon Feinden umschlossen worden, und da man sienicht anders habe gewinnen können, so sollte derHunger die Übergabe erzwingen. Als drinnen fastalles aufgezehrt war, führte man das letzte Schlacht-vieh, einen Eber, auf den Schloßhof und zerrte dasTier so, daß es jämmerlich schrie, also daß die drau-Ben glaubten, es werde ein Schwein geschlachtet.Und das wiederholte man jeden Morgen, bis dieFeinde endlich in der Meinung abzogen, die Be-lagerten hätten noch Nahrung in Fülle.Zum Andenken an diese erfolgreiche List brachteman einen Eberkopf am Tore der Burg an und gabihr den Namen Ebernburg.;Pfälzisches Sagenbuch
400;3;151;151. Der Mönchskopf;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Hartenburg;10.56353;50.39689;151. Der Mönchskopf.Ein Abt von Limburg hatte einmal, wie esöfters vorkam, einen Hader mit dem Grafen aufHartenburg. Die zweifelhafte Sache war umso schwerer zu entscheiden, da keine der Parteiendie geringste Nachgiebigkeit zeigte.Endlich lud der Graf doch den Abt zu einemBesuche auf sein Schloß um den Streit in Minnezu vertragen. Da aber der geistliche Herr immernoch die frühere Zähigkeit zeigte, so gab der Grafein Zeichen, auf welches Bewaffnete in den Saalkamen und den Abt trok alles Sträubens undTobens ins Verlies führten.Als man das in seinem Kloster erfuhr, sammel-ten sich sogleich die zahlreichen Knechte desselbenzur gewaltsamen Befreiung ihres Herrn. Sie rüd-ten nach der Hartenburg, mußten aber mit blutigenKöpfen die starken Mauern des gräflichen Schlos-ses verlassen. Der Kerker und die magere Kostmachten endlich den Abt mürbe, so daß er nachgabund sich mit dem Grafen vertrug. Dennoch mußteer sich bei seinem Abzuge noch den Spott der Diener-schaft gefallen lassen.Zum Andenken daran aber ward ein nach Lim-burg sehender steinerner Mönchskopf in das Türm=chen eingemauert, dessen Treppe zum großen Ritter-saale führte.;Pfälzisches Sagenbuch
401;3;152;152. Die Grafen von Eberstein;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Göllheim;8.01423;49.57587;"152. Die Grafen von Eberstein.Als Kaiser Otto seine Feinde geschlagen unddie Stadt Straßburg bezwungen hatte, lagerte ervor der Burg der Grafen Eberstein, die es mit sei-nen Feinden hielten. Das Schloß stand auf einemhohen Fels am Wald (unweit Baden in Schwa-ben) und dritthalb Jahre lang konnte es das tai-serliche Heer immer nicht bezwingen, sowohl dernatürlichen Festigkeit als der tapferen Verteidigungder Grafen wegen. Endlich riet ein kluger Manndem Kaiser folgende List: er solle einen Hoftag nachSpeyer ausschreiben, zu welchem jedermann insTurnier sicher kommen dürfte, die Grafen vonEberstein würden nicht säumen sich dahin einzu-finden um ihre Tapferkeit zu beweisen; mittler-weile möge der Kaiser durch geschickte und kühneLeute ihre Burg überwältigen lassen.Der Festtag zu Speyer wurde hierauf verkün-digt; der Kaiser, viele Fürsten und Herren, unterdiesen auch die drei Ebersteiner, waren zugegen;manche Lanze wurde gebrochen. Des Abends be-gannen die Reihen, wobei der jüngste Graf vonEberstein, ein schöner, anmutiger Mann mit krau-sem Haar, vortanzen mußte. Als der Tanz zuEnde ging, nahte sich heimlich eine schöne Jungfrauden drei Grafen und raunte: ,,Hütet Euch, dennder Kaiser will Eure Burg ersteigen lassen, wäh-rend Ihr hier seid, eilt noch heute Nacht zurück!""Die drei Brüder berieten sich und beschlossen derWarnung zu gehorchen. Darauf kehrten sie zumTanz, forderten die Edeln und Ritter zum Kampfauf morgen und hinterlegten hundert Goldgüldenzum Pfand in die Hände der Frauen.Um Mitternacht aber schifften sie über denRhein und gelangten glücklich in ihre Burg heim.Kaiser und Ritterschaft warteten am andern Tagevergebens auf ihre Erscheinung beim Lanzenspiel;endlich fand man, daß die Ebersteiner gewarntworden waren. Otto befahl, aufs schleunigste dieBurg zu stürmen; aber die Grafen waren zurück-gekehrt und schlugen den Angriff mutig ab. Alsmit Gewalt gar nichts auszurichten war, sandte derKaiser drei Ritter auf die Burg, mit den Grafenzu unterhandeln. Sie wurden eingelassen und inWeinkeller und Speicher geführt; man holte weißenund roten Wein, Korn und Mehl lagen in großenHaufen. Die Abgesandten verwunderten sich übersolche Vorräte. Allein die Fässer hatten doppelteBöden oder waren voll Wasser; unter dem Getreidelag Spreu, Kehricht und alte Lumpen. Die Ge-sandten hinterbrachten dem Kaiser, es sei vergeblich die Burg länger zu belagern; denn Wein undKorn reiche denen inwendig noch auf dritthalbJahre aus. Da wurde Otto geraten seine Tochtermit dem jüngsten Grafen Eberhard von Ebersteinzu vermählen und dadurch dieses tapfere Geschlechtauf seine Seite zu bringen. Die Hochzeit ward inSchloß Berwartste in.3u Nr 153.Sachsen gefeiert und der Sage nach soll es die Brautselber gewesen sein, welche an jenem Abend dieGrafen gewarnt hatte.Otto sandte seinen Schwiegersohn hernachmalszum Papst in Geschäften; der Papst schenkte ihmeine Rose in weißem Korb, weil es gerade derRosensonntag war. Diese nahm Eberhard mit nachBraunschweig und der Kaiser verordnete, daß dieRose in weißem Felde künftig das EbersteinischeWappen bilden sollte. Davon trägt auch dasKloster Rosenthal bei Göllheim, eine Stiftung des Grafen Eberhard II. von Eberstein undseiner Gemahlin Adelinde, seinen Namen.";Pfälzisches Sagenbuch
402;3;153;153. Die Burgfrau von Berwartstein;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Bergzabern;8.04752;49.21746;153. Die Burgfrau von Berwartstein.Unweit der Straße von Bergzabern nachDahn, ungefähr in der Mitte zwischen beidenOrten, erheben sich die Mauern der wieder aufge-bauten Ritterburg Berwartstein oder Bär-belstein, die durch ihre vielen Felsengemächerund in den Felsen gehauenen Gänge besonders be-kannt ist und darum häufig aufgesucht wird.Vormals ein festes Schloß, konnte sie nur mitgroßen Streitkräften angegriffen werden. So warfie einst längere Zeit belagert und dem Feinde ge=lang es trotz der lebhaftesten Gegenwehr die Mauernder Burg zu ersteigen. Der Ritter fiel mit allenseinen Leuten in den Räumen der Feste, die sieSchritt für Schritt verteidigten, und niemand bliebvon den Burgbewohnern übrig als die Burgfrau.Die hatte sich beim Eindringen der Feinde mitihrem Säugling an einem sichern Orte verborgen.Als aber die Siegestrunkenen Feuer anlegtenund die Flammen die Unglückliche zu erreichen droh-ten, wollte sie sich lieber dem Tode als dem rauhenKriegsvolke übergeben. Rasch stürzte sie zu demSöller hin und sprang mit ihrem Kinde in dasFlammenmeer, das sie augenblicklich verschlang.Alljährlich zeigt sie sich nun einmal in ihremehemaligen Schlosse. Dumpf rollt zur Nachtzeit einWagen durch das unten liegende Dorf, aus dem amBurgberge die Burgfrau mit ihrem Kinde steigt.Hat sie die Höhe erreicht, so blickt sie mit Wehmutvom Schlosse hernieder und stürzt sich mit ihremSäugling voll Verzweiflung den Felsen hinab.;Pfälzisches Sagenbuch
403;3;154;154. Der böse Wolfsberger;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Neustadt an der Haardt;8.13886;49.35009;154. Der böse Wolfsberger.Auf dem Wolfsberger Schloß bei Neu-st a dt saß vor viel hundert Jahren ein arger Raub-ritter, der alle Leute plünderte, die durch das Talzogen. Auf einer vorspringenden Felsenplatte hatteer immer eine Wache stehen, die nach Reisendenspähen mußte. Noch heute sieht man die Fußstapfenderselben im Stein, aber seltsamer Weise sind esihrer drei in einer Linie hinter einander und alledrei unmenschlich groß. Das kommt daher, weildie Menschen in der Ritterzeit halbe Riesen waren.Der schlimme Wolfsberger tat auch seinen Nach-barn in der Neustadt allerlei Leids und doch konn-ten sie ihm nicht beikommen, weil er sehr schlauwar. Schlug ja zuweilen sogar seinen Pferden dieHufeisen verkehrt auf um die Verfolger auf falscheSpur zu bringen.Endlich legte sich die heilige Feme ins Mittelund lud ihn vor ihren Freistuhl. Der Räuber er-schien wirklich in dunkler Nacht ganz allein. Aufsein Roß hatte er aber vorsorglich einen Sack vollErbsen geladen und diese so auf den Weg gestreut,daß man seine Spur leicht finden konnte. SeineFreunde und Knechte gingen derselben nach undbefreiten ihn in dem Augenblicke, als er zum Todeverurteilt war und niedergestoßen werden sollte.Was später noch aus ihm geworden, weiß keinMensch, aber die Leute meinen, der Krug werde solange zum Brunnen gegangen sein, bis er zer-brochen sei, und der Teufel werde den Spitzbubendoch noch geholt haben.;Pfälzisches Sagenbuch
404;3;155;155. Das Grab Noes und die Pest;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;I. Von Kriegen und Fehden und anderen Nöten.;Schwarzerden;7.53526;49.87013;"155. Das Grab Noes und die Pest.Die Lichtenberger Amtsbeschreibung vom Jahre1578 weiß uns zu erzählen:„Hinter dem Dorf Schwarzerden in denGräben findet man ein großen ronden ufgeworfenenGraben, gleich einem Wall; darvon berichten dieEinwohner zu Schwarzerden, die es auch von ihrenVorfahren also gehöret haben, daß ein heidnischerTempel daselbst gestanden sei, in welchem Noe ineinem eisernen Sarg begraben liege. Diesen Noehaben sie zur Zeit der Peste angebetet und ihm ge-opfert, welcher sie auch erhöret und sie also bewahret,daß, wenn gleich dieselbe Seuche allenthalben imganzen Lande umher sehr gewütet, hat sie dochihnen nichts schaden können und sei aus ihrem Dorfniemands gestorben.Aber seithern daß der Tempel zerbrochen undsie ihn, den Noe, nicht mehr angebetet, haben siegleich den andern, ja wohl eher, herhalten müssen.Von diesem heidnischen Tempel, wie man ihn ab-gebrochen, sind die meisten Häuser zu Schwarzer-den erbaut worden, darunter viel ganzer und hal-ber heidnischer Bilder und alte römische Abschrif-ten gewesen; diese haben sie zerschlagen und dieStück vermauret.""Das Volk der Gegend nennt die Stelle seituralter Zeit das Grab No e und die Bewohnervon Schwarzerd schützten die letzten Spuren desTempels lange durch ein Strohdach vor Ver-witterung.";Pfälzisches Sagenbuch
405;3;156;156. Entstehung von Kaiserslautern;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Einsiedel;12.36174;49.2188;156. Entstehung von Kaiserslautern.Kaiserslautern, das zum erstenMale im neunten Jahrhundertgenannt wird und seine grö-Bere Wichtigkeit dem edlen undmächtigen Hohenstaufen Fried-rich I. verdankt, soll einer derurältesten Plätze der Pfalz sein. Nach einer altenChronit hat Julius Cäsar die Stadt erbaut, dieaber nachmals von dem Hunnenkönig Attila wiederzerstört wurde.Eine andere Sage weiß zu berichten, daß wäh-rend der Christenverfolgung unter Diokletian undMaximian zu Trier 20 000 Menschen den Märtyrer-tod starben, wodurch das Wasser der Mosel sechsMeilen Wegs von ihrem Blute gefärbt war. VielVolk drang deshalb in die Wüste und Öde um sichzu verbergen. Zu dieser Zeit floh eine frommeFrau mit Namen Lutrina aus dem edlen Geschlechteder Assyrier, welche Trier erbaut hatten, mit ihremHofgesinde in die Wälder. Als sie lange umher-geirrt waren, fanden sie zuletzt in einer von einemEinsiedler bewohnten Wildnis die Stelle heißtjetzt noch Einsiedel - einen Ort, wo sie sich eineWohnung errichteten, die sie Lutrea (Lautern)nannten.;Pfälzisches Sagenbuch
406;3;157;157. Schloß und Dorf Neidenfels;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Lichtenstein;10.76427;50.1647;157. Schloß und Dorf Neidenfels.Dorf Neidenfels liegt im Neustadter Taleund die Eisenbahn geht daran vorüber. Es ist einkleines Dörflein und über demselben sieht man einestattliche Burgruine, von der es seinen Namen hat.Schloß und Dörfchen sollen vor Zeiten nichtNeidenfels, sondern Lichtenstein geheißenhaben, gerade wie die andere Burg gegenüber aufeiner waldigen Höhe, von der kaum mehr eineGrundmauer übrig ist.Zwei Brüder bewohnten einst die einander sonahe gelegenen Burgen, ihr Sinn aber war nichtsweniger als brüderlich. Der, welchem der ichigeNeidenfels gehörte, war der Schlimmere von bei-den und der Verursacher des Haders. Er hättegern das ganze Besitztum der Familie allein ge-habt und ging ernstlich darauf aus seinen Bruderaus der Welt zu schaffen.Wie er nun so Tag und Nacht mit neidischenAugen nach dem andern Lichtenstein hinüber schaute,entdeckte er, daß jeden Abend ein bestimmtes Fen-sterlein auf kurze Zeit beleuchtet war. Auch erfuhrer von einem Knechte seines Bruders, daß dieserjedesmal abends denselben Ort besuche. Darauflegte er sich auf die Lauer und schoß von seinerBurg aus mit einem Standrohr eines Abends sei-nen Bruder hinter jenem kleinen Fenster nieder.Von der Zeit an wurde sein Schloß derNeidenfels genannt und heißt samt dem Dörf-chen heute noch so.;Pfälzisches Sagenbuch
407;3;158;158. Kehrdichannichts, Murmelnichtviel, Schaudichnichtum;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Bad Dürkheim;8.17236;49.4618;"158. Kehrdichannichts, Murmelnichtviel, Schaudichnichtum.Nicht weit von Dürkheim liegt auf einemBerge das Forsthaus Kehrdich annichts, ehe-mals von dem Grafen Friedrich Magnus von Lei-ningen erbaut. Oberhalb dieses Ortes ließ derKurfürst von der Pfalz einen Turm errichten, dener Murmelnicht viel nannte, und in derNähe befand sich auch noch ein anderes Jagdhaus,das den merkwürdigen Namen Schaudich nicht =um trug.Alle diese Bauten verdanken, wie das Volk er-zählt, Namen und Entstehung den immerwähren-den Uneinigkeiten und Reibereien zwischen Kur-pfalz und Leiningen wegen Gerechtsamen und aller-lei Wald- und Forstangelegenheiten. Die leinin-gischen und kurpfälzischen Jäger händelten darumohne Unterlaß, und wenn der stolze Jäger ausKurpfalz"" dem trokigen Leininger begegnete, sosagte er jedes Mal zu diesem: ,,Murmelnichtviel!"",worauf der mürrische Gegner ihm erwiderte: „Kehr-dichannichts!"" Auch das Drohwort ,,Schaudich-nichtum!"" mag dabei manchmal gefallen sein.So gingen die Streitigkeiten und Eifersüchte-leien zwischen den Jägern und Forstleuten langefort, bis sich schließlich auch die Fürsten der Sacheannahmen und zur gegenseitigen Einschüchterungund zum Truß die drei Bauten mit ihren sonder-baren Namen errichteten.";Pfälzisches Sagenbuch
408;3;159;159. Entstehung von Bad Diedelkopf;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Diedelkopf;7.38668;49.54655;"159. Entstehung von Bad Diedelkopf.Wer von Kuse I aus westwärts wandert, ge-langt nach einer kleinen Viertelstunde in das DorfDiedelkopf. Geht er durch dasselbe hindurch,so gewahrt er am andern Dorfende ein kleines Ge-bäude und daran eine Tafel mit der Inschrift:,,Bad"". Vor dem unscheinbaren Hause erhebt sichhart neben der Landstraße ein ungefähr drei Meterhoher Gedenkstein, auf dem also zu lesen steht:,,Von Gottes Gnaden Johannes, Pfalzgraf beyRheyn, Herzog in Bayern, Graf zu Beldenz undSponheim hat diese Salzsod mit gutem Bedachtaufgefangen und dies Thor bawen lassen. Anno1597.""über die Entstehung der Saline Diedelkopf,die nicht lange bestanden haben soll, erzählt derVolksmund folgendes:Pfalzgraf Johann von der nahen Lichten-burg war an einem heißen Sommertag auf dieJagd geritten. Die Julisonne sandte ihre sengen-den Strahlen auf die Erde hernieder. Plötzlichwurde der Pfalzgraf von einem heftigen Fieberergriffen. Erschöpft sant er vom Pferde, noch eheer seine Burg erreichen konnte. Er setzte sich aufeinen Stein am Wege und lechzte nach einemfrischen Trunt. Doch nirgends war kühlendes Was-ser zu finden; denn der Sonnenbrand hatte denvorbeifließenden Bach bis auf den Grund ausge-trocknet.Auf einmal rauschte es im nahen Gebüsch. DerPfalzgraf wandte sich um und sah, wie ein Hirschvom Durst getrieben durch den Wald drang bis hinzu einer Quelle. Der ermattete Jäger nahm seineletzten Kräfte zusammen und schleppte sich zu jenemOrte. Und als er einige Züge des frischen Wassersgenommen hatte, da verließen ihn die Fieberqualenund er konnte sein Roß besteigen und zur Burgzurückkehren.Aus Dankbarkeit beschloß der Pfalzgraf dieQuelle, die ihn vom Tode errettete, aufzufangenund zum ewigen Angedenken in einen Brunnenzu verwandeln, was auch noch im selben Jahregeschah.Heute ist die ehemalige Saline als Badeanstalteingerichtet und wird mit ihren schwefelhaltigenQuellen von den Bewohnern der Stadt Kusel undseiner Umgebung fleißig benützt.";Pfälzisches Sagenbuch
409;3;160;160. Gründung Kreuznachs;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Kreuznach;7.69833;49.82389;160. Gründung Kreuznachs.Noch war das Land der Franken heidnisch, dalag auf einer Insel in der Nahe ein FischerdorfGar oft bedrohten die wilden Fluten des Stromesdie Habe der Bewohner und rissen häufig ihre leich-ten Hütten in Trümmer.Nun kam ein christlicher Glaubensbote übersMeer und errichtete auf der Insel ein steinernesKreuz. Das blieb unerschüttert stehen, währendnebenan Eis und Wasser die Behausungen derFischer zerstörten. Da baten die heidnischen Fran-fen den fremden Meister, er solle sie steinerne Häu-ser bauen lehren, die gleich dem Kreuze unverletz-lich seien. Und er baute ein Haus, Stein auf Stein,und die reißenden Fluten ließen es unversehrt.Da pilgerten viele zu dem frommen Manneund er brachte ihnen den neuen Glauben. Von demnahen Kreuze der Insel aber erhielt die neueAnsiedelung den Namen Kreuznach.;Pfälzisches Sagenbuch
410;3;161;161. Gründung des Klosters Difibodenberg;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Disibodenberg;7.70152;49.77708;"161. Gründung des Klosters Difibodenberg.Im sechsten Jahrhundert lebte in Irland derfromme Bischof Disibodus. Dem erschien in derNacht im Traume ein Engel und sprach: ,,Gehe hinüber das Meer in das jenseitige Land das Evan-gelium zu verkünden. Und da, wo du deinen Wan-derstab in die Erde steckest und er grünet, wo einweißes Reh sich dir nahet und am Boden scharret,daß ein Brunnen lebendigen Wassers hervorspringt,da bleibe und baue ein Kloster."" Schon am näch-sten Morgen bestieg er mit seinen drei Gefährtenein Schifflein und schnell wie ein Pfeil waren sieam andern Ufer.Lange Jahre zogen sie, die Heiden bekehrend,durch Frankreich und kamen eines Abends zu einerAnhöhe auf dem rechten Ufer der Nahe. Als derDurst sie plagte, gingen die Gefährten Disibodushinab zu dem Flusse um dort ihre Kürbisflaschenzu füllen. Bei ihrer Rückkehr bot sich ihnen einwunderbares Schauspiel dar: der ehrwürdige Greistniete inmitten des Rasenplatzes. Sein hoherPilgerstab stat in der Erde und trieb üste und Blät-ter, ein schneeweißes Reh scharrte am Boden, daßein Quell daraus hervorsprang, so rein wie Krystall.Disibodus erkannte diese Stätte als die Verheißungdes Engels und rief: „Der Ort ist heilig. Lassetuns Hütten bauen."" Bald erhob sich eine herrlicheKirche und ein Kloster. Disibodus aber wohnte inseiner einfachen Hütte und sein Stab ward zumschattigen Baume.";Pfälzisches Sagenbuch
411;3;162;162. Stiftung von Klingenmünster;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Blidenfeld;0.0;0.0;162. Stiftung von Klingenmünster.Als König Dagobert nach dem Tode seinesVaters Chlotar Krone und Zepter empfangen hatte,hielt er auf Burg Landeck in der Pfalz seinen Hof.Er führte, von jugendlichem Leichtsinn betört, einzuchtloses Leben, war grausam gegen die Armenund schädigte und beraubte selbst Kirchen undKlöster.Einmal nun, als er im Tale von Klingen-münster jagte, verirrte er sich von seinem Ge-folge, setzte sich auf einen moosigen Felsblock undschlummerte ein. Da wurde er vor den Richter-stuhl Gottes geführt, wo ihn die Heiligen schwerverklagten. Schon zuckte der Erzengel Michael dasFlammenschwert um den Frevler zu töten.Das wehrte St. Dionys, der besondere Schutz-heilige des Königs, und erwirkte Ausschub derStrafe. Auch deutete er das Mittel an, wie erVerzeihung erlangen könne: daß er zur Ehre dergekränkten Heiligen Kirchen erbauen solle. DerKönig versprach es und wurde in Gnaden entlassen.Als er von seinem Traum erwachte, faßte erden Vorsatz die Sünden seiner Jugend zu fühnen.Er errichtete mehrere Klöster, darunter die AbteiBlidenfeld, welche später Klinga oderKlingenmünster genannt wurde.;Pfälzisches Sagenbuch
